Demand_Month,Region,Material_ID,Material_Name,Category,UOM,Historical_Usage_Qty,Open_Project_Demand_Qty,Seasonality_Index,Trend_Index,Forecast_Need_Qty,Safety_Stock_Qty,Total_Required_Qty,Available_Qty,Projected_Shortage_Qty,Projected_Shortage_Cost_$,Current_Unit_Cost_$,Forecast_Scenario
2022-01-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,66,20,0.87,1.0,75,15,90,100,0,0,132,Base
2022-02-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,93,24,0.92,1.01,109,22,131,158,0,0,132,Base
2022-03-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,86,35,1.0,1.02,123,25,148,205,0,0,132,Base
2022-04-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,89,29,1.08,1.03,131,26,157,213,0,0,132,Base
2022-05-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,100,37,1.13,1.041,161,32,193,225,0,0,132,Base
2022-06-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,119,48,1.15,1.051,202,40,242,210,32,4224,132,Base
2022-07-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,83,18,1.13,1.062,121,24,145,178,0,0,132,Base
2022-08-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,104,44,1.08,1.072,171,34,205,290,0,0,132,Base
2022-09-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,81,5,1.0,1.083,93,19,112,129,0,0,132,Base
2022-10-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,68,19,0.92,1.094,88,18,106,117,0,0,132,Base
2022-11-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,73,26,0.87,1.105,95,19,114,128,0,0,132,Base
2022-12-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,75,29,0.85,1.116,99,20,119,142,0,0,132,Base
2023-01-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,67,22,0.87,1.127,87,17,104,134,0,0,132,Base
2023-02-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,77,34,0.92,1.138,116,23,139,171,0,0,132,Base
2023-03-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,92,37,1.0,1.149,148,30,178,231,0,0,132,Base
2023-04-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,97,35,1.08,1.161,166,33,199,188,11,1452,132,Base
2023-05-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,107,35,1.13,1.173,188,38,226,199,27,3564,132,Base
2023-06-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,114,42,1.15,1.184,212,42,254,325,0,0,132,Base
2023-07-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,95,19,1.13,1.196,154,31,185,253,0,0,132,Base
2023-08-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,91,12,1.08,1.208,134,27,161,213,0,0,132,Base
2023-09-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,87,28,1.0,1.22,140,28,168,167,1,132,132,Base
2023-10-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,82,22,0.92,1.232,118,24,142,137,5,660,132,Base
2023-11-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,64,20,0.87,1.245,91,18,109,138,0,0,132,Base
2023-12-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,68,20,0.85,1.257,94,19,113,112,1,132,132,Base
2024-01-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,66,16,0.87,1.27,91,18,109,109,0,0,132,Base
2024-02-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,76,22,0.92,1.282,116,23,139,123,16,2112,132,Base
2024-03-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,103,18,1.0,1.295,157,31,188,224,0,0,132,Base
2024-04-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,97,16,1.08,1.308,160,32,192,214,0,0,132,Base
2024-05-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,96,22,1.13,1.321,176,35,211,231,0,0,132,Base
2024-06-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,103,17,1.15,1.335,184,37,221,281,0,0,132,Base
2024-07-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,105,45,1.13,1.348,228,46,274,378,0,0,132,Base
2024-08-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,92,32,1.08,1.361,182,36,218,207,11,1452,132,Base
2024-09-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,85,15,1.0,1.375,137,27,164,218,0,0,132,Base
2024-10-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,86,12,0.92,1.389,125,25,150,152,0,0,132,Base
2024-11-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,62,17,0.87,1.403,96,19,115,117,0,0,132,Base
2024-12-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,75,34,0.85,1.417,131,26,157,194,0,0,132,Base
2025-01-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,77,21,0.87,1.431,122,24,146,193,0,0,132,Base
2025-02-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,88,8,0.92,1.445,128,26,154,185,0,0,132,Base
2025-03-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,104,12,1.0,1.46,169,34,203,212,0,0,132,Base
2025-04-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,105,20,1.08,1.474,199,40,239,212,27,3564,132,Base
2025-05-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,98,8,1.13,1.489,178,36,214,278,0,0,132,Base
2025-06-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,87,27,1.15,1.504,197,39,236,339,0,0,132,Base
2025-07-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,102,34,1.13,1.519,233,47,280,400,0,0,132,Base
2025-08-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,107,28,1.08,1.534,224,45,269,334,0,0,132,Base
2025-09-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,102,34,1.0,1.549,211,42,253,360,0,0,132,Base
2025-10-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,90,7,0.92,1.565,140,28,168,188,0,0,132,Base
2025-11-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,66,14,0.87,1.58,110,22,132,161,0,0,132,Base
2025-12-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,80,6,0.85,1.596,117,23,140,132,8,1056,132,Base
2026-01-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,87,10,0.87,1.612,136,27,163,179,0,0,132,Base
2026-02-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,86,15,0.92,1.628,151,30,181,226,0,0,132,Base
2026-03-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,93,37,1.0,1.645,214,43,257,291,0,0,132,Base
2026-04-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,94,14,1.08,1.661,194,39,233,200,33,4356,132,Base
2026-05-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,104,24,1.13,1.678,243,49,292,383,0,0,132,Base
2026-06-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,92,31,1.15,1.694,240,48,288,259,29,3828,132,Base
2026-07-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,82,17,1.13,1.711,191,38,229,299,0,0,132,Base
2026-08-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,106,6,1.08,1.729,209,42,251,352,0,0,132,Base
2026-09-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,102,22,1.0,1.746,216,43,259,313,0,0,132,Base
2026-10-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,91,10,0.92,1.763,164,33,197,216,0,0,132,Base
2026-11-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,71,12,0.87,1.781,129,26,155,176,0,0,132,Base
2026-12-01,South,MAT-01021,Smart Meter — Type 02,Metering,Each,62,16,0.85,1.799,119,24,143,187,0,0,132,Base
2022-01-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,88,27,0.87,1.0,100,20,120,117,3,396,132,Base
2022-02-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,116,43,0.92,1.01,148,30,178,219,0,0,132,Base
2022-03-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,118,51,1.0,1.02,172,34,206,287,0,0,132,Base
2022-04-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,142,29,1.08,1.03,190,38,228,201,27,3564,132,Base
2022-05-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,118,13,1.13,1.041,154,31,185,213,0,0,132,Base
2022-06-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,130,48,1.15,1.051,215,43,258,361,0,0,132,Base
2022-07-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,140,29,1.13,1.062,203,41,244,340,0,0,132,Base
2022-08-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,107,48,1.08,1.072,179,36,215,224,0,0,132,Base
2022-09-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,132,38,1.0,1.083,184,37,221,292,0,0,132,Base
2022-10-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,106,22,0.92,1.094,129,26,155,146,9,1188,132,Base
2022-11-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,78,16,0.87,1.105,90,18,108,127,0,0,132,Base
2022-12-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,77,7,0.85,1.116,80,16,96,84,12,1584,132,Base
2023-01-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,112,48,0.87,1.127,157,31,188,172,16,2112,132,Base
2023-02-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,108,44,0.92,1.138,159,32,191,183,8,1056,132,Base
2023-03-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,123,7,1.0,1.149,149,30,179,180,0,0,132,Base
2023-04-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,134,43,1.08,1.161,222,44,266,347,0,0,132,Base
2023-05-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,122,22,1.13,1.173,191,38,229,324,0,0,132,Base
2023-06-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,143,58,1.15,1.184,274,55,329,290,39,5148,132,Base
2023-07-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,148,38,1.13,1.196,251,50,301,278,23,3036,132,Base
2023-08-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,104,40,1.08,1.208,188,38,226,306,0,0,132,Base
2023-09-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,123,20,1.0,1.22,174,35,209,280,0,0,132,Base
2023-10-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,94,8,0.92,1.232,116,23,139,136,3,396,132,Base
2023-11-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,90,31,0.87,1.245,131,26,157,171,0,0,132,Base
2023-12-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,91,27,0.85,1.257,126,25,151,188,0,0,132,Base
2024-01-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,111,25,0.87,1.27,150,30,180,166,14,1848,132,Base
2024-02-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,83,20,0.92,1.282,122,24,146,179,0,0,132,Base
2024-03-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,108,44,1.0,1.295,197,39,236,284,0,0,132,Base
2024-04-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,129,44,1.08,1.308,244,49,293,358,0,0,132,Base
2024-05-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,106,36,1.13,1.321,212,42,254,312,0,0,132,Base
2024-06-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,143,50,1.15,1.335,296,59,355,427,0,0,132,Base
2024-07-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,148,22,1.13,1.348,259,52,311,270,41,5412,132,Base
2024-08-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,100,38,1.08,1.361,203,41,244,290,0,0,132,Base
2024-09-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,96,31,1.0,1.375,175,35,210,190,20,2640,132,Base
2024-10-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,122,41,0.92,1.389,208,42,250,239,11,1452,132,Base
2024-11-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,85,20,0.87,1.403,128,26,154,212,0,0,132,Base
2024-12-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,79,15,0.85,1.417,113,23,136,125,11,1452,132,Base
2025-01-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,114,10,0.87,1.431,154,31,185,212,0,0,132,Base
2025-02-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,118,41,0.92,1.445,211,42,253,352,0,0,132,Base
2025-03-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,118,41,1.0,1.46,232,46,278,383,0,0,132,Base
2025-04-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,123,13,1.08,1.474,217,43,260,226,34,4488,132,Base
2025-05-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,147,63,1.13,1.489,353,71,424,601,0,0,132,Base
2025-06-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,136,27,1.15,1.504,282,56,338,406,0,0,132,Base
2025-07-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,134,27,1.13,1.519,276,55,331,338,0,0,132,Base
2025-08-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,137,42,1.08,1.534,297,59,356,380,0,0,132,Base
2025-09-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,118,8,1.0,1.549,195,39,234,210,24,3168,132,Base
2025-10-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,102,17,0.92,1.565,171,34,205,205,0,0,132,Base
2025-11-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,92,7,0.87,1.58,136,27,163,234,0,0,132,Base
2025-12-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,95,32,0.85,1.596,172,34,206,266,0,0,132,Base
2026-01-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,98,17,0.87,1.612,161,32,193,234,0,0,132,Base
2026-02-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,97,34,0.92,1.628,196,39,235,335,0,0,132,Base
2026-03-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,109,11,1.0,1.645,197,39,236,247,0,0,132,Base
2026-04-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,135,56,1.08,1.661,343,69,412,502,0,0,132,Base
2026-05-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,121,16,1.13,1.678,260,52,312,317,0,0,132,Base
2026-06-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,104,46,1.15,1.694,292,58,350,459,0,0,132,Base
2026-07-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,115,32,1.13,1.711,284,57,341,355,0,0,132,Base
2026-08-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,107,26,1.08,1.729,248,50,298,298,0,0,132,Base
2026-09-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,124,52,1.0,1.746,307,61,368,519,0,0,132,Base
2026-10-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,100,14,0.92,1.763,185,37,222,290,0,0,132,Base
2026-11-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,88,36,0.87,1.781,192,38,230,255,0,0,132,Base
2026-12-01,East,MAT-01021,Smart Meter — Type 02,Metering,Each,106,6,0.85,1.799,171,34,205,217,0,0,132,Base
2022-01-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,68,18,0.87,1.0,75,15,90,128,0,0,132,Base
2022-02-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,77,18,0.92,1.01,88,18,106,122,0,0,132,Base
2022-03-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,109,19,1.0,1.02,131,26,157,205,0,0,132,Base
2022-04-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,107,31,1.08,1.03,154,31,185,248,0,0,132,Base
2022-05-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,121,39,1.13,1.041,188,38,226,321,0,0,132,Base
2022-06-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,126,22,1.15,1.051,179,36,215,245,0,0,132,Base
2022-07-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,129,55,1.13,1.062,221,44,265,280,0,0,132,Base
2022-08-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,86,28,1.08,1.072,132,26,158,177,0,0,132,Base
2022-09-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,108,35,1.0,1.083,155,31,186,245,0,0,132,Base
2022-10-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,96,18,0.92,1.094,115,23,138,192,0,0,132,Base
2022-11-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,74,4,0.87,1.105,75,15,90,112,0,0,132,Base
2022-12-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,96,40,0.85,1.116,129,26,155,200,0,0,132,Base
2023-01-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,81,31,0.87,1.127,110,22,132,144,0,0,132,Base
2023-02-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,103,39,0.92,1.138,149,30,179,184,0,0,132,Base
2023-03-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,101,38,1.0,1.149,160,32,192,164,28,3696,132,Base
2023-04-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,106,37,1.08,1.161,179,36,215,203,12,1584,132,Base
2023-05-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,94,12,1.13,1.173,140,28,168,196,0,0,132,Base
2023-06-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,130,24,1.15,1.184,210,42,252,223,29,3828,132,Base
2023-07-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,112,33,1.13,1.196,196,39,235,310,0,0,132,Base
2023-08-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,84,20,1.08,1.208,136,27,163,157,6,792,132,Base
2023-09-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,78,34,1.0,1.22,137,27,164,203,0,0,132,Base
2023-10-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,99,10,0.92,1.232,124,25,149,140,9,1188,132,Base
2023-11-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,73,5,0.87,1.245,84,17,101,98,3,396,132,Base
2023-12-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,85,27,0.85,1.257,120,24,144,204,0,0,132,Base
2024-01-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,90,23,0.87,1.27,125,25,150,199,0,0,132,Base
2024-02-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,81,16,0.92,1.282,114,23,137,189,0,0,132,Base
2024-03-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,99,24,1.0,1.295,159,32,191,192,0,0,132,Base
2024-04-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,94,29,1.08,1.308,174,35,209,290,0,0,132,Base
2024-05-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,129,36,1.13,1.321,246,49,295,298,0,0,132,Base
2024-06-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,127,34,1.15,1.335,247,49,296,342,0,0,132,Base
2024-07-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,100,6,1.13,1.348,161,32,193,210,0,0,132,Base
2024-08-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,106,20,1.08,1.361,185,37,222,223,0,0,132,Base
2024-09-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,97,9,1.0,1.375,146,29,175,224,0,0,132,Base
2024-10-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,105,5,0.92,1.389,141,28,169,213,0,0,132,Base
2024-11-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,81,19,0.87,1.403,122,24,146,135,11,1452,132,Base
2024-12-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,84,24,0.85,1.417,130,26,156,180,0,0,132,Base
2025-01-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,99,30,0.87,1.431,161,32,193,261,0,0,132,Base
2025-02-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,77,20,0.92,1.445,129,26,155,213,0,0,132,Base
2025-03-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,99,26,1.0,1.46,182,36,218,228,0,0,132,Base
2025-04-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,88,22,1.08,1.474,175,35,210,227,0,0,132,Base
2025-05-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,114,31,1.13,1.489,244,49,293,265,28,3696,132,Base
2025-06-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,105,25,1.15,1.504,225,45,270,384,0,0,132,Base
2025-07-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,130,49,1.13,1.519,307,61,368,421,0,0,132,Base
2025-08-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,101,8,1.08,1.534,181,36,217,248,0,0,132,Base
2025-09-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,83,25,1.0,1.549,167,33,200,209,0,0,132,Base
2025-10-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,101,21,0.92,1.565,176,35,211,221,0,0,132,Base
2025-11-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,95,24,0.87,1.58,164,33,197,189,8,1056,132,Base
2025-12-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,89,13,0.85,1.596,138,28,166,194,0,0,132,Base
2026-01-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,92,35,0.87,1.612,178,36,214,199,15,1980,132,Base
2026-02-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,81,22,0.92,1.628,154,31,185,256,0,0,132,Base
2026-03-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,102,38,1.0,1.645,230,46,276,304,0,0,132,Base
2026-04-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,85,22,1.08,1.661,192,38,230,294,0,0,132,Base
2026-05-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,96,7,1.13,1.678,195,39,234,201,33,4356,132,Base
2026-06-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,130,40,1.15,1.694,331,66,397,487,0,0,132,Base
2026-07-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,120,28,1.13,1.711,286,57,343,493,0,0,132,Base
2026-08-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,93,37,1.08,1.729,243,49,292,298,0,0,132,Base
2026-09-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,82,37,1.0,1.746,208,42,250,359,0,0,132,Base
2026-10-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,105,37,0.92,1.763,230,46,276,297,0,0,132,Base
2026-11-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,71,9,0.87,1.781,124,25,149,213,0,0,132,Base
2026-12-01,West,MAT-01021,Smart Meter — Type 02,Metering,Each,74,13,0.85,1.799,133,27,160,166,0,0,132,Base
2022-01-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,170,34,0.87,1.0,177,35,212,239,0,0,1103,Base
2022-02-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,165,60,0.92,1.01,209,42,251,331,0,0,1103,Base
2022-03-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,207,74,1.0,1.02,287,57,344,399,0,0,1103,Base
2022-04-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,288,69,1.08,1.03,397,79,476,565,0,0,1103,Base
2022-05-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,237,48,1.13,1.041,335,67,402,429,0,0,1103,Base
2022-06-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,258,79,1.15,1.051,407,81,488,617,0,0,1103,Base
2022-07-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,278,82,1.13,1.062,432,86,518,598,0,0,1103,Base
2022-08-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,247,106,1.08,1.072,409,82,491,471,20,22060,1103,Base
2022-09-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,246,37,1.0,1.083,306,61,367,437,0,0,1103,Base
2022-10-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,219,31,0.92,1.094,252,50,302,430,0,0,1103,Base
2022-11-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,203,21,0.87,1.105,215,43,258,318,0,0,1103,Base
2022-12-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,202,33,0.85,1.116,223,45,268,270,0,0,1103,Base
2023-01-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,218,13,0.87,1.127,226,45,271,288,0,0,1103,Base
2023-02-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,223,23,0.92,1.138,258,52,310,355,0,0,1103,Base
2023-03-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,250,13,1.0,1.149,302,60,362,354,8,8824,1103,Base
2023-04-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,207,81,1.08,1.161,361,72,433,465,0,0,1103,Base
2023-05-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,271,65,1.13,1.173,445,89,534,628,0,0,1103,Base
2023-06-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,282,29,1.15,1.184,424,85,509,685,0,0,1103,Base
2023-07-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,233,51,1.13,1.196,384,77,461,477,0,0,1103,Base
2023-08-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,278,76,1.08,1.208,462,92,554,725,0,0,1103,Base
2023-09-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,206,16,1.0,1.22,271,54,325,277,48,52944,1103,Base
2023-10-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,185,64,0.92,1.232,282,56,338,341,0,0,1103,Base
2023-11-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,223,50,0.87,1.245,296,59,355,465,0,0,1103,Base
2023-12-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,171,22,0.85,1.257,206,41,247,346,0,0,1103,Base
2024-01-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,188,27,0.87,1.27,238,48,286,386,0,0,1103,Base
2024-02-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,195,17,0.92,1.282,250,50,300,272,28,30884,1103,Base
2024-03-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,259,53,1.0,1.295,404,81,485,448,37,40811,1103,Base
2024-04-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,237,93,1.08,1.308,466,93,559,555,4,4412,1103,Base
2024-05-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,273,19,1.13,1.321,436,87,523,618,0,0,1103,Base
2024-06-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,288,89,1.15,1.335,579,116,695,863,0,0,1103,Base
2024-07-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,266,90,1.13,1.348,542,108,650,852,0,0,1103,Base
2024-08-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,285,101,1.08,1.361,568,114,682,693,0,0,1103,Base
2024-09-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,251,15,1.0,1.375,366,73,439,564,0,0,1103,Base
2024-10-01,North,MAT-01022,Communication Gateway — Type 02,Communications,Each,198,31,0.92,1.389,293,59,352,405,0,0,1103,Base
