Material_ID,Material_Name,Material_Archetype,Category,UOM,Current_Unit_Cost_$,Criticality
MAT-01608,Switchgear Cabinet — Type 51,Switchgear Cabinet,Protection,Each,16930,Critical
MAT-01609,Smart Meter — Type 51,Smart Meter,Metering,Each,138,Medium
MAT-01610,Communication Gateway — Type 51,Communication Gateway,Communications,Each,1146,Medium
MAT-01611,Grounding Kit — Type 51,Grounding Kit,Accessories,Kit,117,Critical
MAT-01612,Connector Set — Type 51,Connector Set,Accessories,Kit,60,High
MAT-01613,Composite Utility Pole — Type 52,Composite Utility Pole,Structures,Each,2020,Critical
MAT-01614,Crossarm Assembly — Type 52,Crossarm Assembly,Structures,Each,481,Low
MAT-01615,15 kV Cable — Type 52,15 kV Cable,Conductor,Foot,12,Low
MAT-01616,35 kV Cable — Type 52,35 kV Cable,Conductor,Foot,32,Medium
MAT-01617,Pad-Mount Transformer 500 kVA — Type 52,Pad-Mount Transformer 500 kVA,Transformers,Each,31134,Critical
MAT-01618,Pole-Mount Transformer 50 kVA — Type 52,Pole-Mount Transformer 50 kVA,Transformers,Each,5587,Low
MAT-01619,Recloser Control Package — Type 52,Recloser Control Package,Protection,Each,14505,Critical
MAT-01620,Switchgear Cabinet — Type 52,Switchgear Cabinet,Protection,Each,18323,Critical
MAT-01621,Smart Meter — Type 52,Smart Meter,Metering,Each,128,Critical
MAT-01622,Communication Gateway — Type 52,Communication Gateway,Communications,Each,970,Low
MAT-01623,Grounding Kit — Type 52,Grounding Kit,Accessories,Kit,152,Critical
MAT-01624,Connector Set — Type 52,Connector Set,Accessories,Kit,76,High
MAT-01625,Composite Utility Pole — Type 53,Composite Utility Pole,Structures,Each,2687,High
MAT-01626,Crossarm Assembly — Type 53,Crossarm Assembly,Structures,Each,520,Medium
MAT-01627,15 kV Cable — Type 53,15 kV Cable,Conductor,Foot,12,Medium
MAT-01628,35 kV Cable — Type 53,35 kV Cable,Conductor,Foot,28,Low
MAT-01629,Pad-Mount Transformer 500 kVA — Type 53,Pad-Mount Transformer 500 kVA,Transformers,Each,26192,Critical
MAT-01630,Pole-Mount Transformer 50 kVA — Type 53,Pole-Mount Transformer 50 kVA,Transformers,Each,7470,Low
MAT-01631,Recloser Control Package — Type 53,Recloser Control Package,Protection,Each,13392,Medium
MAT-01632,Switchgear Cabinet — Type 53,Switchgear Cabinet,Protection,Each,24275,Critical
MAT-01633,Smart Meter — Type 53,Smart Meter,Metering,Each,178,Medium
MAT-01634,Communication Gateway — Type 53,Communication Gateway,Communications,Each,924,Low
MAT-01635,Grounding Kit — Type 53,Grounding Kit,Accessories,Kit,163,Critical
MAT-01636,Connector Set — Type 53,Connector Set,Accessories,Kit,65,High
MAT-01637,Composite Utility Pole — Type 54,Composite Utility Pole,Structures,Each,1911,High
MAT-01638,Crossarm Assembly — Type 54,Crossarm Assembly,Structures,Each,422,Medium
MAT-01639,15 kV Cable — Type 54,15 kV Cable,Conductor,Foot,14,Medium
MAT-01640,35 kV Cable — Type 54,35 kV Cable,Conductor,Foot,32,Low
MAT-01641,Pad-Mount Transformer 500 kVA — Type 54,Pad-Mount Transformer 500 kVA,Transformers,Each,32243,High
MAT-01642,Pole-Mount Transformer 50 kVA — Type 54,Pole-Mount Transformer 50 kVA,Transformers,Each,7407,Medium
MAT-01643,Recloser Control Package — Type 54,Recloser Control Package,Protection,Each,13732,High
MAT-01644,Switchgear Cabinet — Type 54,Switchgear Cabinet,Protection,Each,19338,Medium
MAT-01645,Smart Meter — Type 54,Smart Meter,Metering,Each,136,High
MAT-01646,Communication Gateway — Type 54,Communication Gateway,Communications,Each,974,Medium
MAT-01647,Grounding Kit — Type 54,Grounding Kit,Accessories,Kit,119,Critical
MAT-01648,Connector Set — Type 54,Connector Set,Accessories,Kit,87,High
MAT-01649,Composite Utility Pole — Type 55,Composite Utility Pole,Structures,Each,1923,Critical
MAT-01650,Crossarm Assembly — Type 55,Crossarm Assembly,Structures,Each,362,Medium
MAT-01651,15 kV Cable — Type 55,15 kV Cable,Conductor,Foot,14,Low
MAT-01652,35 kV Cable — Type 55,35 kV Cable,Conductor,Foot,25,Low
MAT-01653,Pad-Mount Transformer 500 kVA — Type 55,Pad-Mount Transformer 500 kVA,Transformers,Each,27054,Critical
MAT-01654,Pole-Mount Transformer 50 kVA — Type 55,Pole-Mount Transformer 50 kVA,Transformers,Each,7053,Low
MAT-01655,Recloser Control Package — Type 55,Recloser Control Package,Protection,Each,14637,Medium
MAT-01656,Switchgear Cabinet — Type 55,Switchgear Cabinet,Protection,Each,17729,Critical
MAT-01657,Smart Meter — Type 55,Smart Meter,Metering,Each,169,High
MAT-01658,Communication Gateway — Type 55,Communication Gateway,Communications,Each,894,Low
MAT-01659,Grounding Kit — Type 55,Grounding Kit,Accessories,Kit,134,High
MAT-01660,Connector Set — Type 55,Connector Set,Accessories,Kit,84,Critical
MAT-01661,Composite Utility Pole — Type 56,Composite Utility Pole,Structures,Each,1979,Medium
MAT-01662,Crossarm Assembly — Type 56,Crossarm Assembly,Structures,Each,370,Low
MAT-01663,15 kV Cable — Type 56,15 kV Cable,Conductor,Foot,12,Low
MAT-01664,35 kV Cable — Type 56,35 kV Cable,Conductor,Foot,27,Medium
MAT-01665,Pad-Mount Transformer 500 kVA — Type 56,Pad-Mount Transformer 500 kVA,Transformers,Each,23257,Critical
MAT-01666,Pole-Mount Transformer 50 kVA — Type 56,Pole-Mount Transformer 50 kVA,Transformers,Each,5686,Medium
MAT-01667,Recloser Control Package — Type 56,Recloser Control Package,Protection,Each,17566,Medium
MAT-01668,Switchgear Cabinet — Type 56,Switchgear Cabinet,Protection,Each,16022,Medium
MAT-01669,Smart Meter — Type 56,Smart Meter,Metering,Each,139,High
MAT-01670,Communication Gateway — Type 56,Communication Gateway,Communications,Each,861,Medium
MAT-01671,Grounding Kit — Type 56,Grounding Kit,Accessories,Kit,163,Critical
MAT-01672,Connector Set — Type 56,Connector Set,Accessories,Kit,83,High
MAT-01673,Composite Utility Pole — Type 57,Composite Utility Pole,Structures,Each,2441,Medium
MAT-01674,Crossarm Assembly — Type 57,Crossarm Assembly,Structures,Each,400,Medium
MAT-01675,15 kV Cable — Type 57,15 kV Cable,Conductor,Foot,11,Medium
MAT-01676,35 kV Cable — Type 57,35 kV Cable,Conductor,Foot,29,Low
MAT-01677,Pad-Mount Transformer 500 kVA — Type 57,Pad-Mount Transformer 500 kVA,Transformers,Each,30731,Critical
MAT-01678,Pole-Mount Transformer 50 kVA — Type 57,Pole-Mount Transformer 50 kVA,Transformers,Each,7185,Low
MAT-01679,Recloser Control Package — Type 57,Recloser Control Package,Protection,Each,15379,High
MAT-01680,Switchgear Cabinet — Type 57,Switchgear Cabinet,Protection,Each,23976,Critical
MAT-01681,Smart Meter — Type 57,Smart Meter,Metering,Each,180,High
MAT-01682,Communication Gateway — Type 57,Communication Gateway,Communications,Each,1091,Low
MAT-01683,Grounding Kit — Type 57,Grounding Kit,Accessories,Kit,166,Critical
MAT-01684,Connector Set — Type 57,Connector Set,Accessories,Kit,83,High
MAT-01685,Composite Utility Pole — Type 58,Composite Utility Pole,Structures,Each,2483,High
MAT-01686,Crossarm Assembly — Type 58,Crossarm Assembly,Structures,Each,515,Medium
MAT-01687,15 kV Cable — Type 58,15 kV Cable,Conductor,Foot,14,Low
MAT-01688,35 kV Cable — Type 58,35 kV Cable,Conductor,Foot,30,Low
MAT-01689,Pad-Mount Transformer 500 kVA — Type 58,Pad-Mount Transformer 500 kVA,Transformers,Each,21612,Critical
MAT-01690,Pole-Mount Transformer 50 kVA — Type 58,Pole-Mount Transformer 50 kVA,Transformers,Each,6691,Medium
MAT-01691,Recloser Control Package — Type 58,Recloser Control Package,Protection,Each,12258,Critical
MAT-01692,Switchgear Cabinet — Type 58,Switchgear Cabinet,Protection,Each,15850,Critical
MAT-01693,Smart Meter — Type 58,Smart Meter,Metering,Each,182,High
MAT-01694,Communication Gateway — Type 58,Communication Gateway,Communications,Each,920,Medium
MAT-01695,Grounding Kit — Type 58,Grounding Kit,Accessories,Kit,151,High
MAT-01696,Connector Set — Type 58,Connector Set,Accessories,Kit,72,Medium
MAT-01697,Composite Utility Pole — Type 59,Composite Utility Pole,Structures,Each,1959,High
MAT-01698,Crossarm Assembly — Type 59,Crossarm Assembly,Structures,Each,530,Low
MAT-01699,15 kV Cable — Type 59,15 kV Cable,Conductor,Foot,13,Medium
MAT-01700,35 kV Cable — Type 59,35 kV Cable,Conductor,Foot,28,Low
MAT-01701,Pad-Mount Transformer 500 kVA — Type 59,Pad-Mount Transformer 500 kVA,Transformers,Each,28980,High
MAT-01702,Pole-Mount Transformer 50 kVA — Type 59,Pole-Mount Transformer 50 kVA,Transformers,Each,7399,Medium
MAT-01703,Recloser Control Package — Type 59,Recloser Control Package,Protection,Each,15749,Medium
MAT-01704,Switchgear Cabinet — Type 59,Switchgear Cabinet,Protection,Each,23471,Critical
MAT-01705,Smart Meter — Type 59,Smart Meter,Metering,Each,141,Medium
MAT-01706,Communication Gateway — Type 59,Communication Gateway,Communications,Each,844,Low
MAT-01707,Grounding Kit — Type 59,Grounding Kit,Accessories,Kit,111,High
MAT-01708,Connector Set — Type 59,Connector Set,Accessories,Kit,60,Medium
MAT-01709,Composite Utility Pole — Type 60,Composite Utility Pole,Structures,Each,2283,Medium
MAT-01710,Crossarm Assembly — Type 60,Crossarm Assembly,Structures,Each,515,Low
MAT-01711,15 kV Cable — Type 60,15 kV Cable,Conductor,Foot,13,Low
MAT-01712,35 kV Cable — Type 60,35 kV Cable,Conductor,Foot,26,Low
MAT-01713,Pad-Mount Transformer 500 kVA — Type 60,Pad-Mount Transformer 500 kVA,Transformers,Each,23350,Critical
MAT-01714,Pole-Mount Transformer 50 kVA — Type 60,Pole-Mount Transformer 50 kVA,Transformers,Each,5522,Low
MAT-01715,Recloser Control Package — Type 60,Recloser Control Package,Protection,Each,17507,Critical
MAT-01716,Switchgear Cabinet — Type 60,Switchgear Cabinet,Protection,Each,23065,Critical
MAT-01717,Smart Meter — Type 60,Smart Meter,Metering,Each,170,Critical
MAT-01718,Communication Gateway — Type 60,Communication Gateway,Communications,Each,1114,Low
MAT-01719,Grounding Kit — Type 60,Grounding Kit,Accessories,Kit,124,High
MAT-01720,Connector Set — Type 60,Connector Set,Accessories,Kit,73,Medium
MAT-01721,Composite Utility Pole — Type 61,Composite Utility Pole,Structures,Each,2312,Critical
MAT-01722,Crossarm Assembly — Type 61,Crossarm Assembly,Structures,Each,478,Low
MAT-01723,15 kV Cable — Type 61,15 kV Cable,Conductor,Foot,14,Medium
MAT-01724,35 kV Cable — Type 61,35 kV Cable,Conductor,Foot,27,Low
MAT-01725,Pad-Mount Transformer 500 kVA — Type 61,Pad-Mount Transformer 500 kVA,Transformers,Each,23980,Critical
MAT-01726,Pole-Mount Transformer 50 kVA — Type 61,Pole-Mount Transformer 50 kVA,Transformers,Each,5760,Medium
MAT-01727,Recloser Control Package — Type 61,Recloser Control Package,Protection,Each,15530,Critical
MAT-01728,Switchgear Cabinet — Type 61,Switchgear Cabinet,Protection,Each,19943,High
MAT-01729,Smart Meter — Type 61,Smart Meter,Metering,Each,181,Critical
MAT-01730,Communication Gateway — Type 61,Communication Gateway,Communications,Each,1075,Low
MAT-01731,Grounding Kit — Type 61,Grounding Kit,Accessories,Kit,111,Critical
MAT-01732,Connector Set — Type 61,Connector Set,Accessories,Kit,85,High
MAT-01733,Composite Utility Pole — Type 62,Composite Utility Pole,Structures,Each,2174,High
MAT-01734,Crossarm Assembly — Type 62,Crossarm Assembly,Structures,Each,379,Low
MAT-01735,15 kV Cable — Type 62,15 kV Cable,Conductor,Foot,10,Low
MAT-01736,35 kV Cable — Type 62,35 kV Cable,Conductor,Foot,32,Low
MAT-01737,Pad-Mount Transformer 500 kVA — Type 62,Pad-Mount Transformer 500 kVA,Transformers,Each,21705,Critical
MAT-01738,Pole-Mount Transformer 50 kVA — Type 62,Pole-Mount Transformer 50 kVA,Transformers,Each,7768,Low
MAT-01739,Recloser Control Package — Type 62,Recloser Control Package,Protection,Each,16070,High
MAT-01740,Switchgear Cabinet — Type 62,Switchgear Cabinet,Protection,Each,19183,High
MAT-01741,Smart Meter — Type 62,Smart Meter,Metering,Each,134,Critical
MAT-01742,Communication Gateway — Type 62,Communication Gateway,Communications,Each,1144,Low
MAT-01743,Grounding Kit — Type 62,Grounding Kit,Accessories,Kit,166,Critical
MAT-01744,Connector Set — Type 62,Connector Set,Accessories,Kit,64,Medium
MAT-01745,Composite Utility Pole — Type 63,Composite Utility Pole,Structures,Each,2285,Medium
MAT-01746,Crossarm Assembly — Type 63,Crossarm Assembly,Structures,Each,446,Medium
MAT-01747,15 kV Cable — Type 63,15 kV Cable,Conductor,Foot,15,Low
MAT-01748,35 kV Cable — Type 63,35 kV Cable,Conductor,Foot,29,Low
MAT-01749,Pad-Mount Transformer 500 kVA — Type 63,Pad-Mount Transformer 500 kVA,Transformers,Each,24946,High
MAT-01750,Pole-Mount Transformer 50 kVA — Type 63,Pole-Mount Transformer 50 kVA,Transformers,Each,7893,Medium
MAT-01751,Recloser Control Package — Type 63,Recloser Control Package,Protection,Each,17216,Medium
MAT-01752,Switchgear Cabinet — Type 63,Switchgear Cabinet,Protection,Each,20363,Medium
MAT-01753,Smart Meter — Type 63,Smart Meter,Metering,Each,153,High
MAT-01754,Communication Gateway — Type 63,Communication Gateway,Communications,Each,1141,Low
MAT-01755,Grounding Kit — Type 63,Grounding Kit,Accessories,Kit,126,Critical
MAT-01756,Connector Set — Type 63,Connector Set,Accessories,Kit,82,Medium
MAT-01757,Composite Utility Pole — Type 64,Composite Utility Pole,Structures,Each,1942,Critical
MAT-01758,Crossarm Assembly — Type 64,Crossarm Assembly,Structures,Each,348,Low
MAT-01759,15 kV Cable — Type 64,15 kV Cable,Conductor,Foot,11,Medium
MAT-01760,35 kV Cable — Type 64,35 kV Cable,Conductor,Foot,23,Low
MAT-01761,Pad-Mount Transformer 500 kVA — Type 64,Pad-Mount Transformer 500 kVA,Transformers,Each,28277,High
MAT-01762,Pole-Mount Transformer 50 kVA — Type 64,Pole-Mount Transformer 50 kVA,Transformers,Each,5527,Medium
MAT-01763,Recloser Control Package — Type 64,Recloser Control Package,Protection,Each,14856,High
MAT-01764,Switchgear Cabinet — Type 64,Switchgear Cabinet,Protection,Each,22596,Medium
MAT-01765,Smart Meter — Type 64,Smart Meter,Metering,Each,120,High
MAT-01766,Communication Gateway — Type 64,Communication Gateway,Communications,Each,1051,Medium
MAT-01767,Grounding Kit — Type 64,Grounding Kit,Accessories,Kit,119,High
MAT-01768,Connector Set — Type 64,Connector Set,Accessories,Kit,75,Critical
MAT-01769,Composite Utility Pole — Type 65,Composite Utility Pole,Structures,Each,2199,Critical
MAT-01770,Crossarm Assembly — Type 65,Crossarm Assembly,Structures,Each,414,Low
MAT-01771,15 kV Cable — Type 65,15 kV Cable,Conductor,Foot,10,Low
MAT-01772,35 kV Cable — Type 65,35 kV Cable,Conductor,Foot,22,Medium
MAT-01773,Pad-Mount Transformer 500 kVA — Type 65,Pad-Mount Transformer 500 kVA,Transformers,Each,29022,Critical
MAT-01774,Pole-Mount Transformer 50 kVA — Type 65,Pole-Mount Transformer 50 kVA,Transformers,Each,7396,Medium
MAT-01775,Recloser Control Package — Type 65,Recloser Control Package,Protection,Each,12576,High
MAT-01776,Switchgear Cabinet — Type 65,Switchgear Cabinet,Protection,Each,17726,High
MAT-01777,Smart Meter — Type 65,Smart Meter,Metering,Each,134,Medium
MAT-01778,Communication Gateway — Type 65,Communication Gateway,Communications,Each,883,Low
MAT-01779,Grounding Kit — Type 65,Grounding Kit,Accessories,Kit,162,Critical
MAT-01780,Connector Set — Type 65,Connector Set,Accessories,Kit,56,Critical
MAT-01781,Composite Utility Pole — Type 66,Composite Utility Pole,Structures,Each,2642,Critical
MAT-01782,Crossarm Assembly — Type 66,Crossarm Assembly,Structures,Each,532,Medium
MAT-01783,15 kV Cable — Type 66,15 kV Cable,Conductor,Foot,15,Medium
MAT-01784,35 kV Cable — Type 66,35 kV Cable,Conductor,Foot,33,Low
MAT-01785,Pad-Mount Transformer 500 kVA — Type 66,Pad-Mount Transformer 500 kVA,Transformers,Each,28672,Critical
MAT-01786,Pole-Mount Transformer 50 kVA — Type 66,Pole-Mount Transformer 50 kVA,Transformers,Each,5522,Low
MAT-01787,Recloser Control Package — Type 66,Recloser Control Package,Protection,Each,12390,Medium
MAT-01788,Switchgear Cabinet — Type 66,Switchgear Cabinet,Protection,Each,19709,Critical
MAT-01789,Smart Meter — Type 66,Smart Meter,Metering,Each,140,Medium
MAT-01790,Communication Gateway — Type 66,Communication Gateway,Communications,Each,970,Medium
MAT-01791,Grounding Kit — Type 66,Grounding Kit,Accessories,Kit,120,Critical
MAT-01792,Connector Set — Type 66,Connector Set,Accessories,Kit,79,Critical
MAT-01793,Composite Utility Pole — Type 67,Composite Utility Pole,Structures,Each,2552,Medium
MAT-01794,Crossarm Assembly — Type 67,Crossarm Assembly,Structures,Each,391,Medium
MAT-01795,15 kV Cable — Type 67,15 kV Cable,Conductor,Foot,15,Low
MAT-01796,35 kV Cable — Type 67,35 kV Cable,Conductor,Foot,34,Medium
MAT-01797,Pad-Mount Transformer 500 kVA — Type 67,Pad-Mount Transformer 500 kVA,Transformers,Each,22377,Critical
MAT-01798,Pole-Mount Transformer 50 kVA — Type 67,Pole-Mount Transformer 50 kVA,Transformers,Each,5287,Low
MAT-01799,Recloser Control Package — Type 67,Recloser Control Package,Protection,Each,16918,High
MAT-01800,Switchgear Cabinet — Type 67,Switchgear Cabinet,Protection,Each,22971,High
MAT-01801,Smart Meter — Type 67,Smart Meter,Metering,Each,175,Critical
MAT-01802,Communication Gateway — Type 67,Communication Gateway,Communications,Each,1097,Medium
MAT-01803,Grounding Kit — Type 67,Grounding Kit,Accessories,Kit,160,High
MAT-01804,Connector Set — Type 67,Connector Set,Accessories,Kit,61,Medium
MAT-01805,Composite Utility Pole — Type 68,Composite Utility Pole,Structures,Each,1768,High
MAT-01806,Crossarm Assembly — Type 68,Crossarm Assembly,Structures,Each,430,Low
MAT-01807,15 kV Cable — Type 68,15 kV Cable,Conductor,Foot,13,Low
MAT-01808,35 kV Cable — Type 68,35 kV Cable,Conductor,Foot,30,Low
MAT-01809,Pad-Mount Transformer 500 kVA — Type 68,Pad-Mount Transformer 500 kVA,Transformers,Each,29110,Critical
MAT-01810,Pole-Mount Transformer 50 kVA — Type 68,Pole-Mount Transformer 50 kVA,Transformers,Each,5792,Low
MAT-01811,Recloser Control Package — Type 68,Recloser Control Package,Protection,Each,14518,Medium
MAT-01812,Switchgear Cabinet — Type 68,Switchgear Cabinet,Protection,Each,20216,High
MAT-01813,Smart Meter — Type 68,Smart Meter,Metering,Each,120,Critical
MAT-01814,Communication Gateway — Type 68,Communication Gateway,Communications,Each,994,Low
MAT-01815,Grounding Kit — Type 68,Grounding Kit,Accessories,Kit,153,High
MAT-01816,Connector Set — Type 68,Connector Set,Accessories,Kit,75,Medium
MAT-01817,Composite Utility Pole — Type 69,Composite Utility Pole,Structures,Each,1997,High
MAT-01818,Crossarm Assembly — Type 69,Crossarm Assembly,Structures,Each,524,Low
MAT-01819,15 kV Cable — Type 69,15 kV Cable,Conductor,Foot,10,Medium
MAT-01820,35 kV Cable — Type 69,35 kV Cable,Conductor,Foot,24,Low
MAT-01821,Pad-Mount Transformer 500 kVA — Type 69,Pad-Mount Transformer 500 kVA,Transformers,Each,33132,High
MAT-01822,Pole-Mount Transformer 50 kVA — Type 69,Pole-Mount Transformer 50 kVA,Transformers,Each,7487,Low
MAT-01823,Recloser Control Package — Type 69,Recloser Control Package,Protection,Each,15090,Medium
MAT-01824,Switchgear Cabinet — Type 69,Switchgear Cabinet,Protection,Each,16724,High
MAT-01825,Smart Meter — Type 69,Smart Meter,Metering,Each,182,Critical
MAT-01826,Communication Gateway — Type 69,Communication Gateway,Communications,Each,844,Low
MAT-01827,Grounding Kit — Type 69,Grounding Kit,Accessories,Kit,162,Critical
MAT-01828,Connector Set — Type 69,Connector Set,Accessories,Kit,64,Critical
MAT-01829,Composite Utility Pole — Type 70,Composite Utility Pole,Structures,Each,2552,Medium
MAT-01830,Crossarm Assembly — Type 70,Crossarm Assembly,Structures,Each,510,Low
MAT-01831,15 kV Cable — Type 70,15 kV Cable,Conductor,Foot,13,Low
MAT-01832,35 kV Cable — Type 70,35 kV Cable,Conductor,Foot,26,Low
MAT-01833,Pad-Mount Transformer 500 kVA — Type 70,Pad-Mount Transformer 500 kVA,Transformers,Each,26006,Critical
MAT-01834,Pole-Mount Transformer 50 kVA — Type 70,Pole-Mount Transformer 50 kVA,Transformers,Each,5601,Medium
MAT-01835,Recloser Control Package — Type 70,Recloser Control Package,Protection,Each,13647,High
MAT-01836,Switchgear Cabinet — Type 70,Switchgear Cabinet,Protection,Each,21844,High
MAT-01837,Smart Meter — Type 70,Smart Meter,Metering,Each,143,Medium
MAT-01838,Communication Gateway — Type 70,Communication Gateway,Communications,Each,900,Low
MAT-01839,Grounding Kit — Type 70,Grounding Kit,Accessories,Kit,127,Critical
MAT-01840,Connector Set — Type 70,Connector Set,Accessories,Kit,60,High
MAT-01841,Composite Utility Pole — Type 71,Composite Utility Pole,Structures,Each,2444,Medium
MAT-01842,Crossarm Assembly — Type 71,Crossarm Assembly,Structures,Each,525,Medium
MAT-01843,15 kV Cable — Type 71,15 kV Cable,Conductor,Foot,14,Medium
MAT-01844,35 kV Cable — Type 71,35 kV Cable,Conductor,Foot,26,Medium
MAT-01845,Pad-Mount Transformer 500 kVA — Type 71,Pad-Mount Transformer 500 kVA,Transformers,Each,27529,Critical
MAT-01846,Pole-Mount Transformer 50 kVA — Type 71,Pole-Mount Transformer 50 kVA,Transformers,Each,6833,Low
MAT-01847,Recloser Control Package — Type 71,Recloser Control Package,Protection,Each,18078,Medium
MAT-01848,Switchgear Cabinet — Type 71,Switchgear Cabinet,Protection,Each,16526,Medium
MAT-01849,Smart Meter — Type 71,Smart Meter,Metering,Each,137,High
MAT-01850,Communication Gateway — Type 71,Communication Gateway,Communications,Each,891,Low
MAT-01851,Grounding Kit — Type 71,Grounding Kit,Accessories,Kit,130,Critical
MAT-01852,Connector Set — Type 71,Connector Set,Accessories,Kit,59,Medium
MAT-01853,Composite Utility Pole — Type 72,Composite Utility Pole,Structures,Each,1917,High
MAT-01854,Crossarm Assembly — Type 72,Crossarm Assembly,Structures,Each,524,Medium
MAT-01855,15 kV Cable — Type 72,15 kV Cable,Conductor,Foot,13,Low
MAT-01856,35 kV Cable — Type 72,35 kV Cable,Conductor,Foot,32,Medium
MAT-01857,Pad-Mount Transformer 500 kVA — Type 72,Pad-Mount Transformer 500 kVA,Transformers,Each,32030,High
MAT-01858,Pole-Mount Transformer 50 kVA — Type 72,Pole-Mount Transformer 50 kVA,Transformers,Each,7384,Medium
MAT-01859,Recloser Control Package — Type 72,Recloser Control Package,Protection,Each,18088,Critical
MAT-01860,Switchgear Cabinet — Type 72,Switchgear Cabinet,Protection,Each,22311,Critical
MAT-01861,Smart Meter — Type 72,Smart Meter,Metering,Each,163,Critical
MAT-01862,Communication Gateway — Type 72,Communication Gateway,Communications,Each,1164,Medium
MAT-01863,Grounding Kit — Type 72,Grounding Kit,Accessories,Kit,158,Critical
MAT-01864,Connector Set — Type 72,Connector Set,Accessories,Kit,69,Medium
MAT-01865,Composite Utility Pole — Type 73,Composite Utility Pole,Structures,Each,2155,Critical
MAT-01866,Crossarm Assembly — Type 73,Crossarm Assembly,Structures,Each,427,Low
MAT-01867,15 kV Cable — Type 73,15 kV Cable,Conductor,Foot,11,Medium
MAT-01868,35 kV Cable — Type 73,35 kV Cable,Conductor,Foot,26,Low
MAT-01869,Pad-Mount Transformer 500 kVA — Type 73,Pad-Mount Transformer 500 kVA,Transformers,Each,26316,Critical
MAT-01870,Pole-Mount Transformer 50 kVA — Type 73,Pole-Mount Transformer 50 kVA,Transformers,Each,5517,Low
MAT-01871,Recloser Control Package — Type 73,Recloser Control Package,Protection,Each,15664,High
MAT-01872,Switchgear Cabinet — Type 73,Switchgear Cabinet,Protection,Each,17824,Critical
MAT-01873,Smart Meter — Type 73,Smart Meter,Metering,Each,171,High
MAT-01874,Communication Gateway — Type 73,Communication Gateway,Communications,Each,868,Medium
MAT-01875,Grounding Kit — Type 73,Grounding Kit,Accessories,Kit,117,High
MAT-01876,Connector Set — Type 73,Connector Set,Accessories,Kit,64,High
MAT-01877,Composite Utility Pole — Type 74,Composite Utility Pole,Structures,Each,1833,High
MAT-01878,Crossarm Assembly — Type 74,Crossarm Assembly,Structures,Each,356,Medium
MAT-01879,15 kV Cable — Type 74,15 kV Cable,Conductor,Foot,14,Low
MAT-01880,35 kV Cable — Type 74,35 kV Cable,Conductor,Foot,25,Low
MAT-01881,Pad-Mount Transformer 500 kVA — Type 74,Pad-Mount Transformer 500 kVA,Transformers,Each,22739,High
MAT-01882,Pole-Mount Transformer 50 kVA — Type 74,Pole-Mount Transformer 50 kVA,Transformers,Each,5614,Medium
MAT-01883,Recloser Control Package — Type 74,Recloser Control Package,Protection,Each,15810,High
MAT-01884,Switchgear Cabinet — Type 74,Switchgear Cabinet,Protection,Each,16946,High
MAT-01885,Smart Meter — Type 74,Smart Meter,Metering,Each,186,Medium
MAT-01886,Communication Gateway — Type 74,Communication Gateway,Communications,Each,1021,Medium
MAT-01887,Grounding Kit — Type 74,Grounding Kit,Accessories,Kit,112,Critical
MAT-01888,Connector Set — Type 74,Connector Set,Accessories,Kit,85,Critical
MAT-01889,Composite Utility Pole — Type 75,Composite Utility Pole,Structures,Each,2065,Critical
MAT-01890,Crossarm Assembly — Type 75,Crossarm Assembly,Structures,Each,381,Low
MAT-01891,15 kV Cable — Type 75,15 kV Cable,Conductor,Foot,11,Low
MAT-01892,35 kV Cable — Type 75,35 kV Cable,Conductor,Foot,23,Low
MAT-01893,Pad-Mount Transformer 500 kVA — Type 75,Pad-Mount Transformer 500 kVA,Transformers,Each,25375,Critical
MAT-01894,Pole-Mount Transformer 50 kVA — Type 75,Pole-Mount Transformer 50 kVA,Transformers,Each,7793,Low
MAT-01895,Recloser Control Package — Type 75,Recloser Control Package,Protection,Each,17735,Critical
MAT-01896,Switchgear Cabinet — Type 75,Switchgear Cabinet,Protection,Each,18799,Medium
MAT-01897,Smart Meter — Type 75,Smart Meter,Metering,Each,139,High
MAT-01898,Communication Gateway — Type 75,Communication Gateway,Communications,Each,918,Low
MAT-01899,Grounding Kit — Type 75,Grounding Kit,Accessories,Kit,118,High
MAT-01900,Connector Set — Type 75,Connector Set,Accessories,Kit,68,High
MAT-01901,Composite Utility Pole — Type 76,Composite Utility Pole,Structures,Each,2238,Medium
MAT-01902,Crossarm Assembly — Type 76,Crossarm Assembly,Structures,Each,458,Low
MAT-01903,15 kV Cable — Type 76,15 kV Cable,Conductor,Foot,13,Medium
MAT-01904,35 kV Cable — Type 76,35 kV Cable,Conductor,Foot,23,Medium
MAT-01905,Pad-Mount Transformer 500 kVA — Type 76,Pad-Mount Transformer 500 kVA,Transformers,Each,29672,Critical
MAT-01906,Pole-Mount Transformer 50 kVA — Type 76,Pole-Mount Transformer 50 kVA,Transformers,Each,5349,Low
MAT-01907,Recloser Control Package — Type 76,Recloser Control Package,Protection,Each,12734,Medium
MAT-01908,Switchgear Cabinet — Type 76,Switchgear Cabinet,Protection,Each,21903,High
MAT-01909,Smart Meter — Type 76,Smart Meter,Metering,Each,161,High
MAT-01910,Communication Gateway — Type 76,Communication Gateway,Communications,Each,1183,Medium
MAT-01911,Grounding Kit — Type 76,Grounding Kit,Accessories,Kit,109,Critical
MAT-01912,Connector Set — Type 76,Connector Set,Accessories,Kit,83,Medium
