Subproject_ID,Project_ID,Material_ID,Required_Date,Estimated_Qty,Reserved_Qty,Issued_Qty,Forecast_Unit_Cost_$,Forecast_Material_Cost_$,Availability_Status,Lead_Time_Risk,Need_By_Quarter
PRJ-001032-SP02,PRJ-001032,MAT-1005,2026-02-01,54,52,29,26000,1404000,Partial,At Risk,Q1 2026
PRJ-001032-SP03,PRJ-001032,MAT-1006,2026-09-01,58,33,29,6200,359600,Partial,At Risk,Q3 2026
PRJ-001032-SP04,PRJ-001032,MAT-1008,2028-02-01,54,39,32,19000,1026000,Partial,Within Lead Time,Q1 2028
PRJ-001032-SP05,PRJ-001032,MAT-1004,2026-04-01,9921,4009,3500,27,267867,Partial,At Risk,Q2 2026
PRJ-001033-SP01,PRJ-001033,MAT-1010,2028-01-01,7,3,2,980,6860,Partial,Within Lead Time,Q1 2028
PRJ-001033-SP02,PRJ-001033,MAT-1008,2029-01-01,30,27,11,19000,570000,Partial,Within Lead Time,Q1 2029
PRJ-001033-SP03,PRJ-001033,MAT-1006,2027-11-01,2,1,1,6200,12400,Partial,Within Lead Time,Q4 2027
PRJ-001034-SP01,PRJ-001034,MAT-1011,2028-04-01,4,2,1,130,520,Partial,Within Lead Time,Q2 2028
PRJ-001034-SP02,PRJ-001034,MAT-1012,2028-03-01,78,65,33,68,5304,Partial,Within Lead Time,Q1 2028
PRJ-001035-SP01,PRJ-001035,MAT-1010,2026-11-01,37,36,6,980,36260,Partial,Within Lead Time,Q4 2026
PRJ-001035-SP02,PRJ-001035,MAT-1009,2026-11-01,76,32,26,145,11020,Partial,Within Lead Time,Q4 2026
PRJ-001035-SP03,PRJ-001035,MAT-1011,2027-08-01,6,3,2,130,780,Partial,Within Lead Time,Q3 2027
PRJ-001036-SP01,PRJ-001036,MAT-1002,2027-01-01,17,6,1,420,7140,Partial,Within Lead Time,Q1 2027
PRJ-001036-SP02,PRJ-001036,MAT-1011,2026-02-01,7,0,0,130,910,Not Reserved,At Risk,Q1 2026
PRJ-001036-SP03,PRJ-001036,MAT-1011,2026-08-01,60,24,0,130,7800,Partial,At Risk,Q3 2026
PRJ-001036-SP04,PRJ-001036,MAT-1012,2026-10-01,61,58,25,68,4148,Partial,Within Lead Time,Q4 2026
PRJ-001036-SP05,PRJ-001036,MAT-1008,2026-03-01,72,40,21,19000,1368000,Partial,At Risk,Q1 2026
PRJ-001036-SP06,PRJ-001036,MAT-1002,2027-07-01,8,4,1,420,3360,Partial,Within Lead Time,Q3 2027
PRJ-001037-SP01,PRJ-001037,MAT-1004,2026-07-01,8789,1080,114,27,237303,Partial,At Risk,Q3 2026
PRJ-001037-SP02,PRJ-001037,MAT-1001,2027-11-01,53,34,4,2100,111300,Partial,Within Lead Time,Q4 2027
PRJ-001037-SP03,PRJ-001037,MAT-1009,2027-03-01,28,15,9,145,4060,Partial,Within Lead Time,Q1 2027
PRJ-001037-SP04,PRJ-001037,MAT-1012,2028-06-01,58,1,0,68,3944,Partial,Within Lead Time,Q2 2028
PRJ-001037-SP05,PRJ-001037,MAT-1001,2026-09-01,33,27,2,2100,69300,Partial,At Risk,Q3 2026
PRJ-001037-SP06,PRJ-001037,MAT-1004,2027-01-01,4392,2984,1678,27,118584,Partial,Within Lead Time,Q1 2027
PRJ-001038-SP01,PRJ-001038,MAT-1012,2026-12-01,37,4,3,68,2516,Partial,Within Lead Time,Q4 2026
PRJ-001038-SP02,PRJ-001038,MAT-1012,2028-06-01,48,40,24,68,3264,Partial,Within Lead Time,Q2 2028
PRJ-001038-SP03,PRJ-001038,MAT-1002,2028-04-01,65,43,18,420,27300,Partial,Within Lead Time,Q2 2028
PRJ-001039-SP01,PRJ-001039,MAT-1008,2028-09-01,67,39,25,19000,1273000,Partial,Within Lead Time,Q3 2028
PRJ-001039-SP02,PRJ-001039,MAT-1002,2028-11-01,30,10,1,420,12600,Partial,Within Lead Time,Q4 2028
PRJ-001039-SP03,PRJ-001039,MAT-1006,2027-12-01,78,1,1,6200,483600,Partial,Within Lead Time,Q4 2027
PRJ-001039-SP04,PRJ-001039,MAT-1003,2028-07-01,4843,2650,1044,12,58116,Partial,Within Lead Time,Q3 2028
PRJ-001040-SP01,PRJ-001040,MAT-1004,2027-09-01,5125,1772,738,27,138375,Partial,Within Lead Time,Q3 2027
PRJ-001040-SP02,PRJ-001040,MAT-1009,2027-11-01,70,31,13,145,10150,Partial,Within Lead Time,Q4 2027
PRJ-001040-SP03,PRJ-001040,MAT-1004,2027-11-01,2184,1391,682,27,58968,Partial,Within Lead Time,Q4 2027
PRJ-001040-SP04,PRJ-001040,MAT-1010,2027-01-01,58,22,7,980,56840,Partial,Within Lead Time,Q1 2027
PRJ-001040-SP05,PRJ-001040,MAT-1012,2026-07-01,5,1,0,68,340,Partial,At Risk,Q3 2026
PRJ-001040-SP06,PRJ-001040,MAT-1005,2026-08-01,48,24,18,26000,1248000,Partial,At Risk,Q3 2026
PRJ-001041-SP01,PRJ-001041,MAT-1012,2027-07-01,49,45,39,68,3332,Partial,Within Lead Time,Q3 2027
PRJ-001041-SP02,PRJ-001041,MAT-1012,2028-09-01,25,0,0,68,1700,Not Reserved,Within Lead Time,Q3 2028
PRJ-001041-SP03,PRJ-001041,MAT-1002,2027-01-01,75,8,5,420,31500,Partial,Within Lead Time,Q1 2027
PRJ-001041-SP04,PRJ-001041,MAT-1002,2027-02-01,53,12,11,420,22260,Partial,Within Lead Time,Q1 2027
PRJ-001042-SP01,PRJ-001042,MAT-1001,2026-11-01,67,16,8,2100,140700,Partial,Within Lead Time,Q4 2026
PRJ-001042-SP02,PRJ-001042,MAT-1008,2027-12-01,20,16,9,19000,380000,Partial,Within Lead Time,Q4 2027
PRJ-001042-SP03,PRJ-001042,MAT-1001,2026-08-01,26,4,2,2100,54600,Partial,At Risk,Q3 2026
PRJ-001042-SP04,PRJ-001042,MAT-1007,2027-04-01,25,2,1,14500,362500,Partial,Within Lead Time,Q2 2027
PRJ-001043-SP01,PRJ-001043,MAT-1004,2028-07-01,6046,1985,255,27,163242,Partial,Within Lead Time,Q3 2028
PRJ-001043-SP02,PRJ-001043,MAT-1006,2026-02-01,62,28,14,6200,384400,Partial,At Risk,Q1 2026
PRJ-001043-SP03,PRJ-001043,MAT-1007,2028-10-01,6,1,0,14500,87000,Partial,Within Lead Time,Q4 2028
PRJ-001044-SP01,PRJ-001044,MAT-1001,2028-11-01,65,27,22,2100,136500,Partial,Within Lead Time,Q4 2028
PRJ-001044-SP02,PRJ-001044,MAT-1008,2026-07-01,23,7,1,19000,437000,Partial,At Risk,Q3 2026
PRJ-001044-SP03,PRJ-001044,MAT-1008,2027-05-01,32,24,17,19000,608000,Partial,Within Lead Time,Q2 2027
PRJ-001044-SP04,PRJ-001044,MAT-1007,2028-09-01,32,26,21,14500,464000,Partial,Within Lead Time,Q3 2028
PRJ-001044-SP05,PRJ-001044,MAT-1011,2028-04-01,12,11,8,130,1560,Partial,Within Lead Time,Q2 2028
PRJ-001044-SP06,PRJ-001044,MAT-1009,2027-02-01,35,8,3,145,5075,Partial,Within Lead Time,Q1 2027
PRJ-001045-SP01,PRJ-001045,MAT-1009,2026-06-01,5,4,4,145,725,Partial,At Risk,Q2 2026
PRJ-001045-SP02,PRJ-001045,MAT-1006,2026-07-01,56,30,23,6200,347200,Partial,At Risk,Q3 2026
PRJ-001045-SP03,PRJ-001045,MAT-1002,2026-08-01,55,33,15,420,23100,Partial,At Risk,Q3 2026
PRJ-001045-SP04,PRJ-001045,MAT-1005,2027-03-01,24,20,2,26000,624000,Partial,Within Lead Time,Q1 2027
PRJ-001045-SP05,PRJ-001045,MAT-1011,2027-09-01,41,19,0,130,5330,Partial,Within Lead Time,Q3 2027
PRJ-001045-SP06,PRJ-001045,MAT-1010,2026-04-01,51,32,14,980,49980,Partial,At Risk,Q2 2026
PRJ-001045-SP07,PRJ-001045,MAT-1008,2027-01-01,38,12,6,19000,722000,Partial,At Risk,Q1 2027
PRJ-001045-SP08,PRJ-001045,MAT-1003,2026-11-01,2879,2706,17,12,34548,Partial,Within Lead Time,Q4 2026
PRJ-001046-SP01,PRJ-001046,MAT-1012,2027-06-01,80,38,23,68,5440,Partial,Within Lead Time,Q2 2027
PRJ-001046-SP02,PRJ-001046,MAT-1011,2028-09-01,52,7,3,130,6760,Partial,Within Lead Time,Q3 2028
PRJ-001046-SP03,PRJ-001046,MAT-1009,2028-10-01,13,11,3,145,1885,Partial,Within Lead Time,Q4 2028
PRJ-001047-SP01,PRJ-001047,MAT-1011,2027-09-01,43,17,9,130,5590,Partial,Within Lead Time,Q3 2027
PRJ-001047-SP02,PRJ-001047,MAT-1005,2028-11-01,45,21,15,26000,1170000,Partial,Within Lead Time,Q4 2028
PRJ-001047-SP03,PRJ-001047,MAT-1007,2026-06-01,38,16,1,14500,551000,Partial,At Risk,Q2 2026
PRJ-001047-SP04,PRJ-001047,MAT-1011,2026-01-01,16,13,3,130,2080,Partial,At Risk,Q1 2026
PRJ-001048-SP01,PRJ-001048,MAT-1007,2027-05-01,42,41,18,14500,609000,Partial,Within Lead Time,Q2 2027
PRJ-001048-SP02,PRJ-001048,MAT-1007,2026-08-01,30,12,6,14500,435000,Partial,At Risk,Q3 2026
PRJ-001048-SP03,PRJ-001048,MAT-1007,2027-08-01,19,6,6,14500,275500,Partial,Within Lead Time,Q3 2027
PRJ-001048-SP04,PRJ-001048,MAT-1012,2027-01-01,37,22,14,68,2516,Partial,Within Lead Time,Q1 2027
PRJ-001048-SP05,PRJ-001048,MAT-1008,2027-01-01,44,28,11,19000,836000,Partial,At Risk,Q1 2027
PRJ-001049-SP01,PRJ-001049,MAT-1010,2027-10-01,19,4,3,980,18620,Partial,Within Lead Time,Q4 2027
PRJ-001049-SP02,PRJ-001049,MAT-1012,2028-05-01,20,11,9,68,1360,Partial,Within Lead Time,Q2 2028
PRJ-001049-SP03,PRJ-001049,MAT-1002,2027-04-01,64,48,17,420,26880,Partial,Within Lead Time,Q2 2027
PRJ-001050-SP01,PRJ-001050,MAT-1012,2027-01-01,34,7,6,68,2312,Partial,Within Lead Time,Q1 2027
PRJ-001050-SP02,PRJ-001050,MAT-1009,2028-12-01,54,44,11,145,7830,Partial,Within Lead Time,Q4 2028
PRJ-001050-SP03,PRJ-001050,MAT-1009,2027-03-01,71,9,3,145,10295,Partial,Within Lead Time,Q1 2027
PRJ-001050-SP04,PRJ-001050,MAT-1012,2028-04-01,11,10,8,68,748,Partial,Within Lead Time,Q2 2028
PRJ-001050-SP05,PRJ-001050,MAT-1003,2027-06-01,8791,6927,4630,12,105492,Partial,Within Lead Time,Q2 2027
PRJ-001051-SP01,PRJ-001051,MAT-1001,2026-01-01,6,5,1,2100,12600,Partial,At Risk,Q1 2026
PRJ-001051-SP02,PRJ-001051,MAT-1008,2027-04-01,60,48,28,19000,1140000,Partial,Within Lead Time,Q2 2027
PRJ-001051-SP03,PRJ-001051,MAT-1011,2028-04-01,19,6,0,130,2470,Partial,Within Lead Time,Q2 2028
PRJ-001051-SP04,PRJ-001051,MAT-1009,2027-06-01,77,20,12,145,11165,Partial,Within Lead Time,Q2 2027
PRJ-001051-SP05,PRJ-001051,MAT-1010,2028-10-01,77,3,2,980,75460,Partial,Within Lead Time,Q4 2028
PRJ-001051-SP06,PRJ-001051,MAT-1010,2027-03-01,39,28,21,980,38220,Partial,Within Lead Time,Q1 2027
PRJ-001051-SP07,PRJ-001051,MAT-1010,2026-03-01,9,7,2,980,8820,Partial,At Risk,Q1 2026
PRJ-001051-SP08,PRJ-001051,MAT-1005,2028-09-01,30,14,6,26000,780000,Partial,Within Lead Time,Q3 2028
PRJ-001052-SP01,PRJ-001052,MAT-1009,2028-12-01,33,30,1,145,4785,Partial,Within Lead Time,Q4 2028
PRJ-001052-SP02,PRJ-001052,MAT-1002,2028-03-01,59,46,22,420,24780,Partial,Within Lead Time,Q1 2028
PRJ-001052-SP03,PRJ-001052,MAT-1001,2028-04-01,49,28,22,2100,102900,Partial,Within Lead Time,Q2 2028
PRJ-001052-SP04,PRJ-001052,MAT-1004,2027-03-01,7277,3896,1540,27,196479,Partial,Within Lead Time,Q1 2027
PRJ-001052-SP05,PRJ-001052,MAT-1006,2027-10-01,66,26,21,6200,409200,Partial,Within Lead Time,Q4 2027
PRJ-001052-SP06,PRJ-001052,MAT-1011,2028-11-01,2,1,1,130,260,Partial,Within Lead Time,Q4 2028
PRJ-001053-SP01,PRJ-001053,MAT-1002,2027-07-01,37,13,2,420,15540,Partial,Within Lead Time,Q3 2027
PRJ-001053-SP02,PRJ-001053,MAT-1012,2028-07-01,4,0,0,68,272,Not Reserved,Within Lead Time,Q3 2028
PRJ-001053-SP03,PRJ-001053,MAT-1009,2028-09-01,34,3,2,145,4930,Partial,Within Lead Time,Q3 2028
PRJ-001054-SP01,PRJ-001054,MAT-1006,2027-03-01,66,48,46,6200,409200,Partial,Within Lead Time,Q1 2027
PRJ-001054-SP02,PRJ-001054,MAT-1002,2027-05-01,6,6,1,420,2520,Partial,Within Lead Time,Q2 2027
PRJ-001054-SP03,PRJ-001054,MAT-1007,2026-01-01,33,29,18,14500,478500,Partial,At Risk,Q1 2026
PRJ-001055-SP01,PRJ-001055,MAT-1004,2028-02-01,7340,2872,1198,27,198180,Partial,Within Lead Time,Q1 2028
PRJ-001055-SP02,PRJ-001055,MAT-1001,2026-08-01,57,3,1,2100,119700,Partial,At Risk,Q3 2026
PRJ-001056-SP01,PRJ-001056,MAT-1005,2026-02-01,47,11,5,26000,1222000,Partial,At Risk,Q1 2026
PRJ-001056-SP02,PRJ-001056,MAT-1006,2028-11-01,75,29,19,6200,465000,Partial,Within Lead Time,Q4 2028
PRJ-001056-SP03,PRJ-001056,MAT-1010,2027-08-01,71,23,20,980,69580,Partial,Within Lead Time,Q3 2027
PRJ-001056-SP04,PRJ-001056,MAT-1001,2028-01-01,46,40,5,2100,96600,Partial,Within Lead Time,Q1 2028
PRJ-001056-SP05,PRJ-001056,MAT-1006,2026-06-01,10,2,1,6200,62000,Partial,At Risk,Q2 2026
PRJ-001056-SP06,PRJ-001056,MAT-1008,2027-04-01,57,16,9,19000,1083000,Partial,Within Lead Time,Q2 2027
PRJ-001056-SP07,PRJ-001056,MAT-1006,2027-01-01,40,29,28,6200,248000,Partial,Within Lead Time,Q1 2027
PRJ-001056-SP08,PRJ-001056,MAT-1004,2027-03-01,6005,991,164,27,162135,Partial,Within Lead Time,Q1 2027
PRJ-001057-SP01,PRJ-001057,MAT-1004,2028-07-01,2202,1440,983,27,59454,Partial,Within Lead Time,Q3 2028
PRJ-001057-SP02,PRJ-001057,MAT-1006,2026-02-01,65,52,5,6200,403000,Partial,At Risk,Q1 2026
PRJ-001057-SP03,PRJ-001057,MAT-1008,2026-07-01,23,20,16,19000,437000,Partial,At Risk,Q3 2026
PRJ-001057-SP04,PRJ-001057,MAT-1005,2026-08-01,65,17,2,26000,1690000,Partial,At Risk,Q3 2026
PRJ-001058-SP01,PRJ-001058,MAT-1002,2028-08-01,59,36,26,420,24780,Partial,Within Lead Time,Q3 2028
PRJ-001058-SP02,PRJ-001058,MAT-1001,2026-03-01,71,9,5,2100,149100,Partial,At Risk,Q1 2026
PRJ-001058-SP03,PRJ-001058,MAT-1005,2026-01-01,51,7,1,26000,1326000,Partial,At Risk,Q1 2026
PRJ-001058-SP04,PRJ-001058,MAT-1001,2026-02-01,40,15,1,2100,84000,Partial,At Risk,Q1 2026
PRJ-001059-SP01,PRJ-001059,MAT-1004,2028-04-01,6761,4223,2876,27,182547,Partial,Within Lead Time,Q2 2028
PRJ-001059-SP02,PRJ-001059,MAT-1011,2028-06-01,39,17,6,130,5070,Partial,Within Lead Time,Q2 2028
PRJ-001059-SP03,PRJ-001059,MAT-1008,2026-02-01,60,19,13,19000,1140000,Partial,At Risk,Q1 2026
PRJ-001059-SP04,PRJ-001059,MAT-1006,2027-11-01,22,20,15,6200,136400,Partial,Within Lead Time,Q4 2027
PRJ-001059-SP05,PRJ-001059,MAT-1004,2026-02-01,4648,4417,4083,27,125496,Partial,At Risk,Q1 2026
PRJ-001059-SP06,PRJ-001059,MAT-1002,2026-07-01,31,20,6,420,13020,Partial,At Risk,Q3 2026
PRJ-001059-SP07,PRJ-001059,MAT-1006,2028-12-01,25,11,3,6200,155000,Partial,Within Lead Time,Q4 2028
PRJ-001059-SP08,PRJ-001059,MAT-1005,2026-12-01,79,44,19,26000,2054000,Partial,At Risk,Q4 2026
PRJ-001060-SP01,PRJ-001060,MAT-1007,2028-02-01,79,13,13,14500,1145500,Partial,Within Lead Time,Q1 2028
PRJ-001060-SP02,PRJ-001060,MAT-1006,2027-05-01,5,0,0,6200,31000,Not Reserved,Within Lead Time,Q2 2027
PRJ-001060-SP03,PRJ-001060,MAT-1001,2027-09-01,39,35,25,2100,81900,Partial,Within Lead Time,Q3 2027
PRJ-001060-SP04,PRJ-001060,MAT-1009,2027-01-01,39,26,13,145,5655,Partial,Within Lead Time,Q1 2027
PRJ-001061-SP01,PRJ-001061,MAT-1009,2028-03-01,63,15,2,145,9135,Partial,Within Lead Time,Q1 2028
PRJ-001061-SP02,PRJ-001061,MAT-1002,2026-08-01,15,2,1,420,6300,Partial,At Risk,Q3 2026
PRJ-001061-SP03,PRJ-001061,MAT-1011,2028-02-01,31,14,3,130,4030,Partial,Within Lead Time,Q1 2028
PRJ-001062-SP01,PRJ-001062,MAT-1006,2027-02-01,38,31,22,6200,235600,Partial,Within Lead Time,Q1 2027
PRJ-001062-SP02,PRJ-001062,MAT-1012,2028-10-01,16,0,0,68,1088,Not Reserved,Within Lead Time,Q4 2028
PRJ-001062-SP03,PRJ-001062,MAT-1003,2026-05-01,4181,2600,379,12,50172,Partial,At Risk,Q2 2026
PRJ-001063-SP01,PRJ-001063,MAT-1010,2027-10-01,67,4,3,980,65660,Partial,Within Lead Time,Q4 2027
PRJ-001063-SP02,PRJ-001063,MAT-1008,2027-02-01,32,2,1,19000,608000,Partial,Within Lead Time,Q1 2027
PRJ-001063-SP03,PRJ-001063,MAT-1011,2026-01-01,32,23,19,130,4160,Partial,At Risk,Q1 2026
PRJ-001063-SP04,PRJ-001063,MAT-1002,2027-01-01,3,0,0,420,1260,Not Reserved,Within Lead Time,Q1 2027
PRJ-001064-SP01,PRJ-001064,MAT-1008,2026-11-01,61,38,35,19000,1159000,Partial,At Risk,Q4 2026
PRJ-001064-SP02,PRJ-001064,MAT-1007,2027-11-01,46,33,1,14500,667000,Partial,Within Lead Time,Q4 2027
PRJ-001065-SP01,PRJ-001065,MAT-1008,2026-06-01,55,23,15,19000,1045000,Partial,At Risk,Q2 2026
PRJ-001065-SP02,PRJ-001065,MAT-1003,2026-04-01,6677,978,630,12,80124,Partial,At Risk,Q2 2026
PRJ-001065-SP03,PRJ-001065,MAT-1010,2028-07-01,80,74,1,980,78400,Partial,Within Lead Time,Q3 2028
PRJ-001065-SP04,PRJ-001065,MAT-1007,2028-02-01,38,12,4,14500,551000,Partial,Within Lead Time,Q1 2028
PRJ-001065-SP05,PRJ-001065,MAT-1005,2027-11-01,73,18,8,26000,1898000,Partial,Within Lead Time,Q4 2027
PRJ-001065-SP06,PRJ-001065,MAT-1004,2027-05-01,782,608,188,27,21114,Partial,Within Lead Time,Q2 2027
PRJ-001066-SP01,PRJ-001066,MAT-1008,2027-04-01,79,17,15,19000,1501000,Partial,Within Lead Time,Q2 2027
PRJ-001066-SP02,PRJ-001066,MAT-1005,2027-03-01,34,13,2,26000,884000,Partial,Within Lead Time,Q1 2027
PRJ-001066-SP03,PRJ-001066,MAT-1009,2028-07-01,23,14,6,145,3335,Partial,Within Lead Time,Q3 2028
PRJ-001066-SP04,PRJ-001066,MAT-1011,2027-03-01,67,58,53,130,8710,Partial,Within Lead Time,Q1 2027
PRJ-001067-SP01,PRJ-001067,MAT-1009,2027-07-01,25,20,14,145,3625,Partial,Within Lead Time,Q3 2027
PRJ-001067-SP02,PRJ-001067,MAT-1006,2026-02-01,79,45,4,6200,489800,Partial,At Risk,Q1 2026
PRJ-001067-SP03,PRJ-001067,MAT-1009,2028-02-01,53,51,36,145,7685,Partial,Within Lead Time,Q1 2028
PRJ-001067-SP04,PRJ-001067,MAT-1008,2028-07-01,7,6,2,19000,133000,Partial,Within Lead Time,Q3 2028
PRJ-001067-SP05,PRJ-001067,MAT-1005,2028-01-01,11,0,0,26000,286000,Not Reserved,Within Lead Time,Q1 2028
PRJ-001067-SP06,PRJ-001067,MAT-1012,2026-11-01,29,21,3,68,1972,Partial,Within Lead Time,Q4 2026
PRJ-001067-SP07,PRJ-001067,MAT-1003,2026-09-01,680,489,229,12,8160,Partial,At Risk,Q3 2026
PRJ-001067-SP08,PRJ-001067,MAT-1004,2027-12-01,6323,5554,1045,27,170721,Partial,Within Lead Time,Q4 2027
PRJ-001068-SP01,PRJ-001068,MAT-1009,2027-01-01,71,58,5,145,10295,Partial,Within Lead Time,Q1 2027
PRJ-001068-SP02,PRJ-001068,MAT-1011,2026-11-01,14,3,1,130,1820,Partial,Within Lead Time,Q4 2026
PRJ-001068-SP03,PRJ-001068,MAT-1008,2027-01-01,15,11,10,19000,285000,Partial,At Risk,Q1 2027
PRJ-001068-SP04,PRJ-001068,MAT-1010,2028-11-01,5,5,5,980,4900,Fulfilled,Within Lead Time,Q4 2028
PRJ-001068-SP05,PRJ-001068,MAT-1009,2026-08-01,14,4,0,145,2030,Partial,At Risk,Q3 2026
PRJ-001068-SP06,PRJ-001068,MAT-1006,2026-12-01,38,23,2,6200,235600,Partial,Within Lead Time,Q4 2026
PRJ-001068-SP07,PRJ-001068,MAT-1007,2028-02-01,17,2,0,14500,246500,Partial,Within Lead Time,Q1 2028
PRJ-001069-SP01,PRJ-001069,MAT-1003,2027-05-01,4822,4661,2046,12,57864,Partial,Within Lead Time,Q2 2027
PRJ-001069-SP02,PRJ-001069,MAT-1004,2027-10-01,916,112,52,27,24732,Partial,Within Lead Time,Q4 2027
PRJ-001069-SP03,PRJ-001069,MAT-1012,2026-09-01,51,23,6,68,3468,Partial,At Risk,Q3 2026
PRJ-001069-SP04,PRJ-001069,MAT-1008,2027-10-01,55,49,31,19000,1045000,Partial,Within Lead Time,Q4 2027
PRJ-001070-SP01,PRJ-001070,MAT-1002,2028-12-01,59,7,2,420,24780,Partial,Within Lead Time,Q4 2028
PRJ-001070-SP02,PRJ-001070,MAT-1001,2028-02-01,17,5,1,2100,35700,Partial,Within Lead Time,Q1 2028
PRJ-001070-SP03,PRJ-001070,MAT-1006,2028-02-01,21,13,9,6200,130200,Partial,Within Lead Time,Q1 2028
PRJ-001070-SP04,PRJ-001070,MAT-1010,2028-12-01,68,41,7,980,66640,Partial,Within Lead Time,Q4 2028
PRJ-001070-SP05,PRJ-001070,MAT-1012,2026-07-01,7,6,4,68,476,Partial,At Risk,Q3 2026
PRJ-001070-SP06,PRJ-001070,MAT-1007,2028-05-01,22,9,2,14500,319000,Partial,Within Lead Time,Q2 2028
PRJ-001071-SP01,PRJ-001071,MAT-1011,2028-04-01,75,39,6,130,9750,Partial,Within Lead Time,Q2 2028
PRJ-001071-SP02,PRJ-001071,MAT-1012,2028-08-01,52,36,35,68,3536,Partial,Within Lead Time,Q3 2028
PRJ-001071-SP03,PRJ-001071,MAT-1004,2027-04-01,4288,2391,1301,27,115776,Partial,Within Lead Time,Q2 2027
PRJ-001071-SP04,PRJ-001071,MAT-1006,2027-05-01,8,1,1,6200,49600,Partial,Within Lead Time,Q2 2027
PRJ-001071-SP05,PRJ-001071,MAT-1004,2026-04-01,9639,3484,1865,27,260253,Partial,At Risk,Q2 2026
PRJ-001071-SP06,PRJ-001071,MAT-1003,2026-11-01,5558,2498,1854,12,66696,Partial,Within Lead Time,Q4 2026
PRJ-001071-SP07,PRJ-001071,MAT-1002,2028-02-01,3,2,1,420,1260,Partial,Within Lead Time,Q1 2028
PRJ-001072-SP01,PRJ-001072,MAT-1003,2027-04-01,5120,146,106,12,61440,Partial,Within Lead Time,Q2 2027
PRJ-001072-SP02,PRJ-001072,MAT-1010,2028-08-01,19,4,2,980,18620,Partial,Within Lead Time,Q3 2028
PRJ-001072-SP03,PRJ-001072,MAT-1005,2026-11-01,29,16,10,26000,754000,Partial,At Risk,Q4 2026
PRJ-001073-SP01,PRJ-001073,MAT-1012,2026-10-01,39,30,9,68,2652,Partial,Within Lead Time,Q4 2026
PRJ-001073-SP02,PRJ-001073,MAT-1005,2026-01-01,39,34,25,26000,1014000,Partial,At Risk,Q1 2026
PRJ-001073-SP03,PRJ-001073,MAT-1004,2026-04-01,6323,5837,1931,27,170721,Partial,At Risk,Q2 2026
PRJ-001074-SP01,PRJ-001074,MAT-1001,2028-11-01,38,1,0,2100,79800,Partial,Within Lead Time,Q4 2028
PRJ-001074-SP02,PRJ-001074,MAT-1002,2028-04-01,38,18,13,420,15960,Partial,Within Lead Time,Q2 2028
PRJ-001075-SP01,PRJ-001075,MAT-1004,2026-08-01,9669,8570,3247,27,261063,Partial,At Risk,Q3 2026
PRJ-001075-SP02,PRJ-001075,MAT-1007,2027-05-01,31,25,12,14500,449500,Partial,Within Lead Time,Q2 2027
PRJ-001076-SP01,PRJ-001076,MAT-1007,2026-01-01,64,25,15,14500,928000,Partial,At Risk,Q1 2026
PRJ-001076-SP02,PRJ-001076,MAT-1001,2028-04-01,34,31,14,2100,71400,Partial,Within Lead Time,Q2 2028
PRJ-001076-SP03,PRJ-001076,MAT-1001,2028-10-01,31,22,17,2100,65100,Partial,Within Lead Time,Q4 2028
PRJ-001076-SP04,PRJ-001076,MAT-1002,2027-02-01,55,2,1,420,23100,Partial,Within Lead Time,Q1 2027
PRJ-001077-SP01,PRJ-001077,MAT-1007,2026-06-01,41,15,8,14500,594500,Partial,At Risk,Q2 2026
PRJ-001077-SP02,PRJ-001077,MAT-1004,2027-06-01,3482,740,181,27,94014,Partial,Within Lead Time,Q2 2027
PRJ-001077-SP03,PRJ-001077,MAT-1004,2028-05-01,1346,1325,532,27,36342,Partial,Within Lead Time,Q2 2028
PRJ-001077-SP04,PRJ-001077,MAT-1003,2028-05-01,8940,6335,3199,12,107280,Partial,Within Lead Time,Q2 2028
PRJ-001077-SP05,PRJ-001077,MAT-1011,2027-03-01,51,30,12,130,6630,Partial,Within Lead Time,Q1 2027
PRJ-001077-SP06,PRJ-001077,MAT-1002,2028-12-01,7,6,2,420,2940,Partial,Within Lead Time,Q4 2028
PRJ-001077-SP07,PRJ-001077,MAT-1002,2027-06-01,30,7,0,420,12600,Partial,Within Lead Time,Q2 2027
PRJ-001078-SP01,PRJ-001078,MAT-1007,2027-09-01,46,32,23,14500,667000,Partial,Within Lead Time,Q3 2027
PRJ-001078-SP02,PRJ-001078,MAT-1005,2026-10-01,27,25,20,26000,702000,Partial,At Risk,Q4 2026
PRJ-001078-SP03,PRJ-001078,MAT-1006,2026-04-01,13,6,6,6200,80600,Partial,At Risk,Q2 2026
PRJ-001078-SP04,PRJ-001078,MAT-1002,2028-10-01,70,35,26,420,29400,Partial,Within Lead Time,Q4 2028
PRJ-001078-SP05,PRJ-001078,MAT-1009,2028-12-01,61,7,4,145,8845,Partial,Within Lead Time,Q4 2028
PRJ-001078-SP06,PRJ-001078,MAT-1002,2027-05-01,16,5,4,420,6720,Partial,Within Lead Time,Q2 2027
PRJ-001078-SP07,PRJ-001078,MAT-1009,2028-06-01,62,47,46,145,8990,Partial,Within Lead Time,Q2 2028
PRJ-001079-SP01,PRJ-001079,MAT-1006,2026-06-01,12,4,2,6200,74400,Partial,At Risk,Q2 2026
PRJ-001079-SP02,PRJ-001079,MAT-1001,2027-02-01,69,45,10,2100,144900,Partial,Within Lead Time,Q1 2027
