Demand_Month,Region,Material_ID,Material_Name,Historical_Usage_Qty,Open_Project_Demand_Qty,Seasonality_Index,Trend_Index,Forecast_Need_Qty,Safety_Stock_Qty,Total_Required_Qty,Available_Qty,Projected_Shortage_Qty,Projected_Shortage_Cost_$,Forecast_Scenario
2024-02-01,East,MAT-1007,Recloser Control Package,306,117,0.92,1.282,424,85,509,783,0,0,Low
2024-03-01,East,MAT-1007,Recloser Control Package,364,121,1.0,1.295,534,107,641,1043,0,0,Low
2024-04-01,East,MAT-1007,Recloser Control Package,282,113,1.08,1.308,474,95,569,730,0,0,Low
2024-05-01,East,MAT-1007,Recloser Control Package,324,23,1.13,1.321,440,88,528,575,0,0,Low
2024-06-01,East,MAT-1007,Recloser Control Package,366,143,1.15,1.335,664,133,797,1350,0,0,Low
2024-07-01,East,MAT-1007,Recloser Control Package,378,20,1.13,1.348,515,103,618,944,0,0,Low
2024-08-01,East,MAT-1007,Recloser Control Package,369,88,1.08,1.361,571,114,685,1058,0,0,Low
2024-09-01,East,MAT-1007,Recloser Control Package,303,37,1.0,1.375,397,79,476,619,0,0,Low
2024-10-01,East,MAT-1007,Recloser Control Package,314,94,0.92,1.389,443,89,532,639,0,0,Low
2024-11-01,East,MAT-1007,Recloser Control Package,233,54,0.87,1.403,298,60,358,538,0,0,Low
2024-12-01,East,MAT-1007,Recloser Control Package,305,52,0.85,1.417,365,73,438,487,0,0,Low
2025-01-01,East,MAT-1007,Recloser Control Package,234,80,0.87,1.431,332,66,398,443,0,0,Low
2025-02-01,East,MAT-1007,Recloser Control Package,295,18,0.92,1.445,354,71,425,434,0,0,Low
2025-03-01,East,MAT-1007,Recloser Control Package,255,51,1.0,1.46,380,76,456,613,0,0,Low
2025-04-01,East,MAT-1007,Recloser Control Package,332,106,1.08,1.474,593,119,712,785,0,0,Low
2025-05-01,East,MAT-1007,Recloser Control Package,369,28,1.13,1.489,568,114,682,915,0,0,Low
2025-06-01,East,MAT-1007,Recloser Control Package,291,73,1.15,1.504,535,107,642,762,0,0,Low
2025-07-01,East,MAT-1007,Recloser Control Package,334,47,1.13,1.519,556,111,667,695,0,0,Low
2025-08-01,East,MAT-1007,Recloser Control Package,352,108,1.08,1.534,648,130,778,988,0,0,Low
2025-09-01,East,MAT-1007,Recloser Control Package,264,38,1.0,1.549,398,80,478,677,0,0,Low
2025-10-01,East,MAT-1007,Recloser Control Package,242,56,0.92,1.565,365,73,438,664,0,0,Low
2025-11-01,East,MAT-1007,Recloser Control Package,246,68,0.87,1.58,367,73,440,625,0,0,Low
2025-12-01,East,MAT-1007,Recloser Control Package,228,47,0.85,1.596,317,63,380,491,0,0,Low
2026-01-01,East,MAT-1007,Recloser Control Package,275,75,0.87,1.612,417,83,500,642,0,0,Low
2026-02-01,East,MAT-1007,Recloser Control Package,341,52,0.92,1.628,500,100,600,943,0,0,Low
2026-03-01,East,MAT-1007,Recloser Control Package,278,74,1.0,1.645,492,98,590,744,0,0,Low
2026-04-01,East,MAT-1007,Recloser Control Package,360,74,1.08,1.661,662,132,794,1293,0,0,Low
2026-05-01,East,MAT-1007,Recloser Control Package,329,98,1.13,1.678,688,138,826,1002,0,0,Low
2026-06-01,East,MAT-1007,Recloser Control Package,344,55,1.15,1.694,661,132,793,970,0,0,Low
2026-07-01,East,MAT-1007,Recloser Control Package,319,90,1.13,1.711,672,134,806,1322,0,0,Low
2026-08-01,East,MAT-1007,Recloser Control Package,347,132,1.08,1.729,760,152,912,1263,0,0,Low
2026-09-01,East,MAT-1007,Recloser Control Package,343,130,1.0,1.746,702,140,842,1238,0,0,Low
2026-10-01,East,MAT-1007,Recloser Control Package,251,35,0.92,1.763,394,79,473,772,0,0,Low
2026-11-01,East,MAT-1007,Recloser Control Package,309,57,0.87,1.781,482,96,578,718,0,0,Low
2026-12-01,East,MAT-1007,Recloser Control Package,247,58,0.85,1.799,396,79,475,640,0,0,Low
2022-01-01,West,MAT-1007,Recloser Control Package,194,57,0.87,1.0,186,37,223,295,0,0,Low
2022-02-01,West,MAT-1007,Recloser Control Package,204,32,0.92,1.01,186,37,223,283,0,0,Low
2022-03-01,West,MAT-1007,Recloser Control Package,321,20,1.0,1.02,296,59,355,594,0,0,Low
2022-04-01,West,MAT-1007,Recloser Control Package,255,34,1.08,1.03,273,55,328,332,0,0,Low
2022-05-01,West,MAT-1007,Recloser Control Package,249,60,1.13,1.041,309,62,371,488,0,0,Low
2022-06-01,West,MAT-1007,Recloser Control Package,280,125,1.15,1.051,416,83,499,736,0,0,Low
2022-07-01,West,MAT-1007,Recloser Control Package,309,29,1.13,1.062,345,69,414,483,0,0,Low
2022-08-01,West,MAT-1007,Recloser Control Package,340,21,1.08,1.072,355,71,426,666,0,0,Low
2022-09-01,West,MAT-1007,Recloser Control Package,239,15,1.0,1.083,234,47,281,362,0,0,Low
2022-10-01,West,MAT-1007,Recloser Control Package,297,97,0.92,1.094,337,67,404,590,0,0,Low
2022-11-01,West,MAT-1007,Recloser Control Package,220,30,0.87,1.105,204,41,245,297,0,0,Low
2022-12-01,West,MAT-1007,Recloser Control Package,212,73,0.85,1.116,230,46,276,347,0,0,Low
2023-01-01,West,MAT-1007,Recloser Control Package,211,66,0.87,1.127,231,46,277,360,0,0,Low
2023-02-01,West,MAT-1007,Recloser Control Package,256,27,0.92,1.138,252,50,302,391,0,0,Low
2023-03-01,West,MAT-1007,Recloser Control Package,244,54,1.0,1.149,291,58,349,438,0,0,Low
2023-04-01,West,MAT-1007,Recloser Control Package,312,32,1.08,1.161,367,73,440,609,0,0,Low
2023-05-01,West,MAT-1007,Recloser Control Package,365,74,1.13,1.173,494,99,593,614,0,0,Low
2023-06-01,West,MAT-1007,Recloser Control Package,366,86,1.15,1.184,523,105,628,1039,0,0,Low
2023-07-01,West,MAT-1007,Recloser Control Package,282,74,1.13,1.196,409,82,491,701,0,0,Low
2023-08-01,West,MAT-1007,Recloser Control Package,334,47,1.08,1.208,423,85,508,728,0,0,Low
2023-09-01,West,MAT-1007,Recloser Control Package,313,93,1.0,1.22,421,84,505,627,0,0,Low
2023-10-01,West,MAT-1007,Recloser Control Package,293,28,0.92,1.232,309,62,371,455,0,0,Low
2023-11-01,West,MAT-1007,Recloser Control Package,233,28,0.87,1.245,240,48,288,427,0,0,Low
2023-12-01,West,MAT-1007,Recloser Control Package,257,68,0.85,1.257,295,59,354,523,0,0,Low
2024-01-01,West,MAT-1007,Recloser Control Package,228,21,0.87,1.27,234,47,281,410,0,0,Low
2024-02-01,West,MAT-1007,Recloser Control Package,227,76,0.92,1.282,304,61,365,543,0,0,Low
2024-03-01,West,MAT-1007,Recloser Control Package,273,32,1.0,1.295,336,67,403,539,0,0,Low
2024-04-01,West,MAT-1007,Recloser Control Package,243,73,1.08,1.308,379,76,455,677,0,0,Low
2024-05-01,West,MAT-1007,Recloser Control Package,322,51,1.13,1.321,473,95,568,765,0,0,Low
2024-06-01,West,MAT-1007,Recloser Control Package,281,81,1.15,1.335,472,94,566,872,0,0,Low
2024-07-01,West,MAT-1007,Recloser Control Package,334,106,1.13,1.348,570,114,684,720,0,0,Low
2024-08-01,West,MAT-1007,Recloser Control Package,290,33,1.08,1.361,404,81,485,790,0,0,Low
2024-09-01,West,MAT-1007,Recloser Control Package,300,81,1.0,1.375,445,89,534,870,0,0,Low
2024-10-01,West,MAT-1007,Recloser Control Package,252,90,0.92,1.389,371,74,445,490,0,0,Low
2024-11-01,West,MAT-1007,Recloser Control Package,247,83,0.87,1.403,342,68,410,477,0,0,Low
2024-12-01,West,MAT-1007,Recloser Control Package,200,71,0.85,1.417,277,55,332,557,0,0,Low
2025-01-01,West,MAT-1007,Recloser Control Package,211,28,0.87,1.431,253,51,304,322,0,0,Low
2025-02-01,West,MAT-1007,Recloser Control Package,265,45,0.92,1.445,350,70,420,565,0,0,Low
2025-03-01,West,MAT-1007,Recloser Control Package,308,77,1.0,1.46,478,96,574,913,0,0,Low
2025-04-01,West,MAT-1007,Recloser Control Package,327,146,1.08,1.474,640,128,768,986,0,0,Low
2025-05-01,West,MAT-1007,Recloser Control Package,340,67,1.13,1.489,582,116,698,769,0,0,Low
2025-06-01,West,MAT-1007,Recloser Control Package,283,98,1.15,1.504,560,112,672,972,0,0,Low
2025-07-01,West,MAT-1007,Recloser Control Package,285,74,1.13,1.519,524,105,629,903,0,0,Low
2025-08-01,West,MAT-1007,Recloser Control Package,253,100,1.08,1.534,497,99,596,703,0,0,Low
2025-09-01,West,MAT-1007,Recloser Control Package,322,57,1.0,1.549,499,100,599,856,0,0,Low
2025-10-01,West,MAT-1007,Recloser Control Package,280,23,0.92,1.565,371,74,445,757,0,0,Low
2025-11-01,West,MAT-1007,Recloser Control Package,273,86,0.87,1.58,420,84,504,789,0,0,Low
2025-12-01,West,MAT-1007,Recloser Control Package,250,43,0.85,1.596,338,68,406,464,0,0,Low
2026-01-01,West,MAT-1007,Recloser Control Package,244,94,0.87,1.612,403,81,484,659,0,0,Low
2026-02-01,West,MAT-1007,Recloser Control Package,247,111,0.92,1.628,456,91,547,668,0,0,Low
2026-03-01,West,MAT-1007,Recloser Control Package,270,17,1.0,1.645,401,80,481,520,0,0,Low
2026-04-01,West,MAT-1007,Recloser Control Package,338,62,1.08,1.661,610,122,732,1011,0,0,Low
2026-05-01,West,MAT-1007,Recloser Control Package,259,67,1.13,1.678,525,105,630,788,0,0,Low
2026-06-01,West,MAT-1007,Recloser Control Package,332,47,1.15,1.694,628,126,754,1228,0,0,Low
2026-07-01,West,MAT-1007,Recloser Control Package,252,97,1.13,1.711,574,115,689,959,0,0,Low
2026-08-01,West,MAT-1007,Recloser Control Package,270,54,1.08,1.729,514,103,617,776,0,0,Low
2026-09-01,West,MAT-1007,Recloser Control Package,308,138,1.0,1.746,662,132,794,986,0,0,Low
2026-10-01,West,MAT-1007,Recloser Control Package,258,28,0.92,1.763,394,79,473,480,0,0,Low
2026-11-01,West,MAT-1007,Recloser Control Package,203,59,0.87,1.781,345,69,414,634,0,0,Low
2026-12-01,West,MAT-1007,Recloser Control Package,226,99,0.85,1.799,422,84,506,668,0,0,Low
2022-01-01,North,MAT-1008,Switchgear Cabinet,270,25,0.87,1.0,218,44,262,262,0,0,Low
2022-02-01,North,MAT-1008,Switchgear Cabinet,249,77,0.92,1.01,257,51,308,369,0,0,Low
2022-03-01,North,MAT-1008,Switchgear Cabinet,355,80,1.0,1.02,377,75,452,662,0,0,Low
2022-04-01,North,MAT-1008,Switchgear Cabinet,401,24,1.08,1.03,402,80,482,768,0,0,Low
2022-05-01,North,MAT-1008,Switchgear Cabinet,304,90,1.13,1.041,394,79,473,567,0,0,Low
2022-06-01,North,MAT-1008,Switchgear Cabinet,339,41,1.15,1.051,390,78,468,791,0,0,Low
2022-07-01,North,MAT-1008,Switchgear Cabinet,376,124,1.13,1.062,510,102,612,880,0,0,Low
2022-08-01,North,MAT-1008,Switchgear Cabinet,384,119,1.08,1.072,495,99,594,863,0,0,Low
2022-09-01,North,MAT-1008,Switchgear Cabinet,258,39,1.0,1.083,273,55,328,403,0,0,Low
2022-10-01,North,MAT-1008,Switchgear Cabinet,312,119,0.92,1.094,369,74,443,537,0,0,Low
2022-11-01,North,MAT-1008,Switchgear Cabinet,300,127,0.87,1.105,349,70,419,487,0,0,Low
2022-12-01,North,MAT-1008,Switchgear Cabinet,218,73,0.85,1.116,235,47,282,352,0,0,Low
2023-01-01,North,MAT-1008,Switchgear Cabinet,310,71,0.87,1.127,317,63,380,398,0,0,Low
2023-02-01,North,MAT-1008,Switchgear Cabinet,323,21,0.92,1.138,306,61,367,617,0,0,Low
2023-03-01,North,MAT-1008,Switchgear Cabinet,291,107,1.0,1.149,389,78,467,728,0,0,Low
2023-04-01,North,MAT-1008,Switchgear Cabinet,362,99,1.08,1.161,491,98,589,719,0,0,Low
2023-05-01,North,MAT-1008,Switchgear Cabinet,317,60,1.13,1.173,425,85,510,609,0,0,Low
2023-06-01,North,MAT-1008,Switchgear Cabinet,418,177,1.15,1.184,689,138,827,1272,0,0,Low
2023-07-01,North,MAT-1008,Switchgear Cabinet,378,132,1.13,1.196,586,117,703,899,0,0,Low
2023-08-01,North,MAT-1008,Switchgear Cabinet,358,54,1.08,1.208,457,91,548,837,0,0,Low
2023-09-01,North,MAT-1008,Switchgear Cabinet,339,24,1.0,1.22,376,75,451,551,0,0,Low
2023-10-01,North,MAT-1008,Switchgear Cabinet,283,77,0.92,1.232,347,69,416,674,0,0,Low
2023-11-01,North,MAT-1008,Switchgear Cabinet,292,90,0.87,1.245,352,70,422,539,0,0,Low
2023-12-01,North,MAT-1008,Switchgear Cabinet,284,27,0.85,1.257,282,56,338,397,0,0,Low
2024-01-01,North,MAT-1008,Switchgear Cabinet,250,89,0.87,1.27,318,64,382,414,0,0,Low
2024-02-01,North,MAT-1008,Switchgear Cabinet,259,99,0.92,1.282,359,72,431,638,0,0,Low
2024-03-01,North,MAT-1008,Switchgear Cabinet,268,23,1.0,1.295,320,64,384,584,0,0,Low
2024-04-01,North,MAT-1008,Switchgear Cabinet,289,31,1.08,1.308,384,77,461,647,0,0,Low
2024-05-01,North,MAT-1008,Switchgear Cabinet,367,137,1.13,1.321,640,128,768,1056,0,0,Low
2024-06-01,North,MAT-1008,Switchgear Cabinet,367,137,1.15,1.335,657,131,788,965,0,0,Low
2024-07-01,North,MAT-1008,Switchgear Cabinet,353,51,1.13,1.348,523,105,628,770,0,0,Low
2024-08-01,North,MAT-1008,Switchgear Cabinet,282,64,1.08,1.361,432,86,518,619,0,0,Low
2024-09-01,North,MAT-1008,Switchgear Cabinet,320,94,1.0,1.375,484,97,581,693,0,0,Low
2024-10-01,North,MAT-1008,Switchgear Cabinet,256,92,0.92,1.389,378,76,454,637,0,0,Low
2024-11-01,North,MAT-1008,Switchgear Cabinet,286,92,0.87,1.403,392,78,470,754,0,0,Low
2024-12-01,North,MAT-1008,Switchgear Cabinet,283,16,0.85,1.417,306,61,367,421,0,0,Low
2025-01-01,North,MAT-1008,Switchgear Cabinet,284,25,0.87,1.431,327,65,392,512,0,0,Low
2025-02-01,North,MAT-1008,Switchgear Cabinet,310,101,0.92,1.445,464,93,557,907,0,0,Low
2025-03-01,North,MAT-1008,Switchgear Cabinet,301,102,1.0,1.46,500,100,600,915,0,0,Low
2025-04-01,North,MAT-1008,Switchgear Cabinet,389,44,1.08,1.474,586,117,703,823,0,0,Low
2025-05-01,North,MAT-1008,Switchgear Cabinet,334,22,1.13,1.489,509,102,611,629,0,0,Low
2025-06-01,North,MAT-1008,Switchgear Cabinet,425,104,1.15,1.504,778,156,934,1079,0,0,Low
2025-07-01,North,MAT-1008,Switchgear Cabinet,423,125,1.13,1.519,799,160,959,1248,0,0,Low
2025-08-01,North,MAT-1008,Switchgear Cabinet,355,157,1.08,1.534,721,144,865,1291,0,0,Low
2025-09-01,North,MAT-1008,Switchgear Cabinet,338,44,1.0,1.549,503,101,604,779,0,0,Low
2025-10-01,North,MAT-1008,Switchgear Cabinet,234,71,0.92,1.565,373,75,448,703,0,0,Low
2025-11-01,North,MAT-1008,Switchgear Cabinet,315,126,0.87,1.58,515,103,618,714,0,0,Low
2025-12-01,North,MAT-1008,Switchgear Cabinet,221,94,0.85,1.596,363,73,436,714,0,0,Low
2026-01-01,North,MAT-1008,Switchgear Cabinet,316,67,0.87,1.612,457,91,548,897,0,0,Low
2026-02-01,North,MAT-1008,Switchgear Cabinet,306,114,0.92,1.628,535,107,642,748,0,0,Low
2026-03-01,North,MAT-1008,Switchgear Cabinet,261,14,1.0,1.645,384,77,461,487,0,0,Low
2026-04-01,North,MAT-1008,Switchgear Cabinet,293,104,1.08,1.661,605,121,726,942,0,0,Low
2026-05-01,North,MAT-1008,Switchgear Cabinet,357,21,1.13,1.678,609,122,731,756,0,0,Low
2026-06-01,North,MAT-1008,Switchgear Cabinet,401,85,1.15,1.694,805,161,966,1132,0,0,Low
2026-07-01,North,MAT-1008,Switchgear Cabinet,398,134,1.13,1.711,875,175,1050,1513,0,0,Low
2026-08-01,North,MAT-1008,Switchgear Cabinet,295,75,1.08,1.729,587,117,704,778,0,0,Low
2026-09-01,North,MAT-1008,Switchgear Cabinet,368,113,1.0,1.746,714,143,857,1260,0,0,Low
2026-10-01,North,MAT-1008,Switchgear Cabinet,328,132,0.92,1.763,634,127,761,1145,0,0,Low
2026-11-01,North,MAT-1008,Switchgear Cabinet,289,93,0.87,1.781,503,101,604,949,0,0,Low
2026-12-01,North,MAT-1008,Switchgear Cabinet,279,79,0.85,1.799,465,93,558,732,0,0,Low
2022-01-01,South,MAT-1008,Switchgear Cabinet,210,38,0.87,1.0,183,37,220,337,0,0,Low
2022-02-01,South,MAT-1008,Switchgear Cabinet,263,31,0.92,1.01,232,46,278,469,0,0,Low
2022-03-01,South,MAT-1008,Switchgear Cabinet,295,117,1.0,1.02,357,71,428,667,0,0,Low
2022-04-01,South,MAT-1008,Switchgear Cabinet,313,61,1.08,1.03,354,71,425,441,0,0,Low
2022-05-01,South,MAT-1008,Switchgear Cabinet,340,83,1.13,1.041,423,85,508,781,0,0,Low
2022-06-01,South,MAT-1008,Switchgear Cabinet,298,44,1.15,1.051,351,70,421,593,0,0,Low
2022-07-01,South,MAT-1008,Switchgear Cabinet,342,115,1.13,1.062,466,93,559,757,0,0,Low
2022-08-01,South,MAT-1008,Switchgear Cabinet,294,113,1.08,1.072,401,80,481,632,0,0,Low
2022-09-01,South,MAT-1008,Switchgear Cabinet,268,103,1.0,1.083,341,68,409,484,0,0,Low
2022-10-01,South,MAT-1008,Switchgear Cabinet,264,79,0.92,1.094,293,59,352,479,0,0,Low
2022-11-01,South,MAT-1008,Switchgear Cabinet,279,110,0.87,1.105,318,64,382,406,0,0,Low
2022-12-01,South,MAT-1008,Switchgear Cabinet,236,99,0.85,1.116,270,54,324,541,0,0,Low
2023-01-01,South,MAT-1008,Switchgear Cabinet,305,58,0.87,1.127,302,60,362,496,0,0,Low
2023-02-01,South,MAT-1008,Switchgear Cabinet,307,31,0.92,1.138,301,60,361,570,0,0,Low
2023-03-01,South,MAT-1008,Switchgear Cabinet,322,73,1.0,1.149,386,77,463,689,0,0,Low
2023-04-01,South,MAT-1008,Switchgear Cabinet,271,55,1.08,1.161,347,69,416,420,0,0,Low
2023-05-01,South,MAT-1008,Switchgear Cabinet,304,65,1.13,1.173,416,83,499,847,0,0,Low
2023-06-01,South,MAT-1008,Switchgear Cabinet,352,71,1.15,1.184,490,98,588,887,0,0,Low
2023-07-01,South,MAT-1008,Switchgear Cabinet,274,100,1.13,1.196,430,86,516,851,0,0,Low
2023-08-01,South,MAT-1008,Switchgear Cabinet,294,37,1.08,1.208,367,73,440,459,0,0,Low
2023-09-01,South,MAT-1008,Switchgear Cabinet,283,61,1.0,1.22,357,71,428,481,0,0,Low
2023-10-01,South,MAT-1008,Switchgear Cabinet,268,109,0.92,1.232,363,73,436,608,0,0,Low
2023-11-01,South,MAT-1008,Switchgear Cabinet,229,87,0.87,1.245,291,58,349,440,0,0,Low
2023-12-01,South,MAT-1008,Switchgear Cabinet,245,77,0.85,1.257,292,58,350,435,0,0,Low
2024-01-01,South,MAT-1008,Switchgear Cabinet,296,43,0.87,1.27,318,64,382,531,0,0,Low
2024-02-01,South,MAT-1008,Switchgear Cabinet,258,89,0.92,1.282,348,70,418,710,0,0,Low
2024-03-01,South,MAT-1008,Switchgear Cabinet,270,57,1.0,1.295,360,72,432,530,0,0,Low
2024-04-01,South,MAT-1008,Switchgear Cabinet,302,82,1.08,1.308,461,92,553,598,0,0,Low
2024-05-01,South,MAT-1008,Switchgear Cabinet,317,65,1.13,1.321,485,97,582,640,0,0,Low
2024-06-01,South,MAT-1008,Switchgear Cabinet,401,123,1.15,1.335,684,137,821,849,0,0,Low
2024-07-01,South,MAT-1008,Switchgear Cabinet,399,116,1.13,1.348,667,133,800,981,0,0,Low
2024-08-01,South,MAT-1008,Switchgear Cabinet,257,107,1.08,1.361,455,91,546,701,0,0,Low
2024-09-01,South,MAT-1008,Switchgear Cabinet,308,35,1.0,1.375,401,80,481,502,0,0,Low
2024-10-01,South,MAT-1008,Switchgear Cabinet,304,44,0.92,1.389,378,76,454,647,0,0,Low
2024-11-01,South,MAT-1008,Switchgear Cabinet,239,81,0.87,1.403,332,66,398,426,0,0,Low
2024-12-01,South,MAT-1008,Switchgear Cabinet,284,89,0.85,1.417,382,76,458,548,0,0,Low
2025-01-01,South,MAT-1008,Switchgear Cabinet,259,18,0.87,1.431,293,59,352,446,0,0,Low
2025-02-01,South,MAT-1008,Switchgear Cabinet,295,101,0.92,1.445,447,89,536,564,0,0,Low
2025-03-01,South,MAT-1008,Switchgear Cabinet,267,25,1.0,1.46,362,72,434,615,0,0,Low
2025-04-01,South,MAT-1008,Switchgear Cabinet,271,35,1.08,1.474,414,83,497,715,0,0,Low
2025-05-01,South,MAT-1008,Switchgear Cabinet,294,76,1.13,1.489,529,106,635,681,0,0,Low
2025-06-01,South,MAT-1008,Switchgear Cabinet,371,107,1.15,1.504,703,141,844,978,0,0,Low
2025-07-01,South,MAT-1008,Switchgear Cabinet,372,27,1.13,1.519,582,116,698,847,0,0,Low
2025-08-01,South,MAT-1008,Switchgear Cabinet,257,88,1.08,1.534,486,97,583,978,0,0,Low
2025-09-01,South,MAT-1008,Switchgear Cabinet,335,53,1.0,1.549,511,102,613,1008,0,0,Low
2025-10-01,South,MAT-1008,Switchgear Cabinet,273,37,0.92,1.565,379,76,455,493,0,0,Low
2025-11-01,South,MAT-1008,Switchgear Cabinet,227,89,0.87,1.58,369,74,443,622,0,0,Low
2025-12-01,South,MAT-1008,Switchgear Cabinet,289,125,0.85,1.596,477,95,572,899,0,0,Low
2026-01-01,South,MAT-1008,Switchgear Cabinet,307,94,0.87,1.612,478,96,574,708,0,0,Low
2026-02-01,South,MAT-1008,Switchgear Cabinet,221,65,0.92,1.628,364,73,437,540,0,0,Low
2026-03-01,South,MAT-1008,Switchgear Cabinet,327,40,1.0,1.645,513,103,616,810,0,0,Low
2026-04-01,South,MAT-1008,Switchgear Cabinet,288,32,1.08,1.661,488,98,586,952,0,0,Low
2026-05-01,South,MAT-1008,Switchgear Cabinet,338,70,1.13,1.678,657,131,788,1076,0,0,Low
2026-06-01,South,MAT-1008,Switchgear Cabinet,406,93,1.15,1.694,827,165,992,1574,0,0,Low
2026-07-01,South,MAT-1008,Switchgear Cabinet,296,77,1.13,1.711,613,123,736,1089,0,0,Low
2026-08-01,South,MAT-1008,Switchgear Cabinet,271,97,1.08,1.729,584,117,701,925,0,0,Low
2026-09-01,South,MAT-1008,Switchgear Cabinet,312,65,1.0,1.746,559,112,671,686,0,0,Low
2026-10-01,South,MAT-1008,Switchgear Cabinet,305,76,0.92,1.763,525,105,630,862,0,0,Low
2026-11-01,South,MAT-1008,Switchgear Cabinet,244,48,0.87,1.781,385,77,462,619,0,0,Low
2026-12-01,South,MAT-1008,Switchgear Cabinet,228,25,0.85,1.799,329,66,395,562,0,0,Low
2022-01-01,East,MAT-1008,Switchgear Cabinet,379,129,0.87,1.0,376,75,451,634,0,0,Low
2022-02-01,East,MAT-1008,Switchgear Cabinet,341,106,0.92,1.01,353,71,424,472,0,0,Low
2022-03-01,East,MAT-1008,Switchgear Cabinet,341,74,1.0,1.02,360,72,432,515,0,0,Low
2022-04-01,East,MAT-1008,Switchgear Cabinet,445,182,1.08,1.03,593,119,712,1072,0,0,Low
2022-05-01,East,MAT-1008,Switchgear Cabinet,373,163,1.13,1.041,536,107,643,981,0,0,Low
2022-06-01,East,MAT-1008,Switchgear Cabinet,391,89,1.15,1.051,493,99,592,648,0,0,Low
2022-07-01,East,MAT-1008,Switchgear Cabinet,366,28,1.13,1.062,402,80,482,809,0,0,Low
2022-08-01,East,MAT-1008,Switchgear Cabinet,368,75,1.08,1.072,436,87,523,541,0,0,Low
2022-09-01,East,MAT-1008,Switchgear Cabinet,364,68,1.0,1.083,398,80,478,628,0,0,Low
2022-10-01,East,MAT-1008,Switchgear Cabinet,414,36,0.92,1.094,385,77,462,546,0,0,Low
2022-11-01,East,MAT-1008,Switchgear Cabinet,366,79,0.87,1.105,364,73,437,672,0,0,Low
2022-12-01,East,MAT-1008,Switchgear Cabinet,291,25,0.85,1.116,255,51,306,439,0,0,Low
2023-01-01,East,MAT-1008,Switchgear Cabinet,303,118,0.87,1.127,351,70,421,585,0,0,Low
2023-02-01,East,MAT-1008,Switchgear Cabinet,306,131,0.92,1.138,389,78,467,695,0,0,Low
2023-03-01,East,MAT-1008,Switchgear Cabinet,421,156,1.0,1.149,564,113,677,826,0,0,Low
2023-04-01,East,MAT-1008,Switchgear Cabinet,380,43,1.08,1.161,451,90,541,850,0,0,Low
2023-05-01,East,MAT-1008,Switchgear Cabinet,420,92,1.13,1.173,577,115,692,702,0,0,Low
2023-06-01,East,MAT-1008,Switchgear Cabinet,401,106,1.15,1.184,587,117,704,1041,0,0,Low
2023-07-01,East,MAT-1008,Switchgear Cabinet,351,45,1.13,1.196,455,91,546,750,0,0,Low
2023-08-01,East,MAT-1008,Switchgear Cabinet,437,187,1.08,1.208,692,138,830,931,0,0,Low
2023-09-01,East,MAT-1008,Switchgear Cabinet,309,104,1.0,1.22,428,86,514,773,0,0,Low
2023-10-01,East,MAT-1008,Switchgear Cabinet,375,90,0.92,1.232,448,90,538,783,0,0,Low
2023-11-01,East,MAT-1008,Switchgear Cabinet,286,74,0.87,1.245,331,66,397,526,0,0,Low
2023-12-01,East,MAT-1008,Switchgear Cabinet,285,103,0.85,1.257,352,70,422,676,0,0,Low
2024-01-01,East,MAT-1008,Switchgear Cabinet,377,73,0.87,1.27,423,85,508,608,0,0,Low
2024-02-01,East,MAT-1008,Switchgear Cabinet,287,62,0.92,1.282,350,70,420,519,0,0,Low
2024-03-01,East,MAT-1008,Switchgear Cabinet,330,28,1.0,1.295,394,79,473,600,0,0,Low
2024-04-01,East,MAT-1008,Switchgear Cabinet,448,106,1.08,1.308,665,133,798,1037,0,0,Low
2024-05-01,East,MAT-1008,Switchgear Cabinet,404,82,1.13,1.321,617,123,740,1200,0,0,Low
2024-06-01,East,MAT-1008,Switchgear Cabinet,438,161,1.15,1.335,781,156,937,1504,0,0,Low
2024-07-01,East,MAT-1008,Switchgear Cabinet,420,151,1.13,1.348,739,148,887,1354,0,0,Low
2024-08-01,East,MAT-1008,Switchgear Cabinet,419,138,1.08,1.361,696,139,835,1105,0,0,Low
2024-09-01,East,MAT-1008,Switchgear Cabinet,331,64,1.0,1.375,462,92,554,685,0,0,Low
2024-10-01,East,MAT-1008,Switchgear Cabinet,329,111,0.92,1.389,478,96,574,634,0,0,Low
2024-11-01,East,MAT-1008,Switchgear Cabinet,354,68,0.87,1.403,438,88,526,634,0,0,Low
2024-12-01,East,MAT-1008,Switchgear Cabinet,272,38,0.85,1.417,317,63,380,532,0,0,Low
2025-01-01,East,MAT-1008,Switchgear Cabinet,266,94,0.87,1.431,381,76,457,462,0,0,Low
2025-02-01,East,MAT-1008,Switchgear Cabinet,355,29,0.92,1.445,434,87,521,695,0,0,Low
2025-03-01,East,MAT-1008,Switchgear Cabinet,348,73,1.0,1.46,522,104,626,1003,0,0,Low
2025-04-01,East,MAT-1008,Switchgear Cabinet,452,115,1.08,1.474,767,153,920,1557,0,0,Low
2025-05-01,East,MAT-1008,Switchgear Cabinet,481,116,1.13,1.489,854,171,1025,1194,0,0,Low
2025-06-01,East,MAT-1008,Switchgear Cabinet,499,160,1.15,1.504,969,194,1163,1954,0,0,Low
2025-07-01,East,MAT-1008,Switchgear Cabinet,457,200,1.13,1.519,958,192,1150,1727,0,0,Low
2025-08-01,East,MAT-1008,Switchgear Cabinet,397,38,1.08,1.534,613,123,736,982,0,0,Low
